"","year","treatment","min","median","max","mean","sd"
"1","2023","BM",0.365351362789811,1.27872976976434,8.22040566277075,1.66310984936612,1.55153775119019
"2","2023","CM",0.182675681394906,1.09605408836943,3.2881622651083,1.21022638924125,0.655540013999577
"3","2023","SM",0.730702725579622,2.55745953952868,11.3258922464841,3.08645786690143,2.11638241141147
"4","2024","BM",0.730702725579622,3.47083794650321,10.0471624767198,4.07975688448623,2.53048038235
"5","2024","CM",0.182675681394906,2.19210817673887,7.67237861858604,2.32814325862869,1.75814356056835
"6","2024","SM",0.548027044184717,3.1054865837134,9.68181111393,3.62687342436136,2.44765966628045
