"Time","Bare Soil","Cardboard Mulch"
2023-08-01 12:17:34,9.30 %,17.2 %
2023-08-01 12:32:44,9.30 %,17.5 %
2023-08-01 12:47:54,9.30 %,17.3 %
2023-08-01 13:03:05,9.20 %,17.3 %
2023-08-01 13:18:14,9 %,17.1 %
2023-08-01 13:33:24,9.10 %,17.1 %
2023-08-01 13:48:35,9.10 %,17.1 %
2023-08-01 14:03:45,8.80 %,17.1 %
2023-08-01 14:18:55,8.80 %,17.1 %
2023-08-01 14:34:06,8.80 %,16.9 %
2023-08-01 14:49:02,8.70 %,17.1 %
2023-08-01 15:04:16,8.70 %,16.9 %
2023-08-01 15:19:28,8.60 %,16.7 %
2023-08-01 15:34:38,8.60 %,17.1 %
2023-08-01 15:49:53,8.60 %,17 %
2023-08-01 16:04:52,8.30 %,17 %
2023-08-01 16:20:02,8.30 %,16.9 %
2023-08-01 16:35:13,8.20 %,17 %
2023-08-01 16:50:25,8.10 %,16.9 %
2023-08-01 17:05:36,8.10 %,16.9 %
2023-08-01 17:20:47,8.20 %,16.8 %
2023-08-01 17:35:59,8.20 %,16.8 %
2023-08-01 17:50:58,8.20 %,16.8 %
2023-08-01 18:06:09,8.20 %,16.8 %
2023-08-01 18:21:19,8.30 %,16.8 %
2023-08-01 18:36:18,8.20 %,16.8 %
2023-08-01 18:51:29,8.20 %,17 %
2023-08-01 19:06:39,8.20 %,16.9 %
2023-08-01 19:21:49,8.20 %,16.9 %
2023-08-01 19:36:59,8.20 %,16.8 %
2023-08-01 19:52:09,8.20 %,16.8 %
2023-08-01 20:07:21,8.20 %,16.9 %
2023-08-01 20:22:20,8.20 %,16.8 %
2023-08-01 20:37:27,8.20 %,16.8 %
2023-08-01 20:52:27,8.30 %,16.7 %
2023-08-01 22:43:36,8.20 %,16.8 %
2023-08-01 22:45:43,8.20 %,16.9 %
2023-08-01 23:00:48,8.20 %,16.8 %
2023-08-01 23:15:54,8.20 %,16.9 %
2023-08-01 23:31:00,8.20 %,16.9 %
2023-08-01 23:46:00,8.20 %,16.7 %
2023-08-02 00:01:11,8.20 %,16.8 %
2023-08-02 00:16:21,8.20 %,16.8 %
2023-08-02 00:31:31,8.20 %,16.8 %
2023-08-02 00:46:42,8.20 %,16.8 %
2023-08-02 01:01:41,8.20 %,16.9 %
2023-08-02 01:16:52,8.10 %,16.7 %
2023-08-02 01:32:03,8.10 %,16.8 %
2023-08-02 01:47:01,8.10 %,16.7 %
2023-08-02 02:02:12,8.20 %,16.8 %
2023-08-02 02:17:24,8.10 %,16.9 %
2023-08-02 02:32:25,8.20 %,16.7 %
2023-08-02 02:47:36,8.10 %,16.8 %
2023-08-02 03:02:51,8.20 %,16.7 %
2023-08-02 03:18:02,8.10 %,16.7 %
2023-08-02 03:33:12,8.30 %,16.8 %
2023-08-02 03:48:21,8.20 %,16.8 %
2023-08-02 04:03:33,8.20 %,16.7 %
2023-08-02 04:18:32,8.10 %,16.7 %
2023-08-02 04:33:43,8.20 %,16.7 %
2023-08-02 04:48:53,8.20 %,16.8 %
2023-08-02 05:04:03,8.20 %,16.7 %
2023-08-02 05:19:13,8.20 %,16.7 %
2023-08-02 05:34:23,8.10 %,16.7 %
2023-08-02 05:49:33,8.10 %,16.7 %
2023-08-02 06:04:43,8.20 %,16.7 %
2023-08-02 06:19:53,8.20 %,16.7 %
2023-08-02 06:34:52,8 %,16.7 %
2023-08-02 06:50:03,8.10 %,16.7 %
2023-08-02 07:05:13,8.20 %,16.7 %
2023-08-02 07:20:23,8.10 %,16.8 %
2023-08-02 07:35:33,8.10 %,16.7 %
2023-08-02 07:50:43,8.10 %,16.7 %
2023-08-02 08:05:53,8.10 %,16.7 %
2023-08-02 08:20:52,8.10 %,16.6 %
2023-08-02 08:36:03,8.10 %,16.7 %
2023-08-02 08:51:13,8.10 %,16.6 %
2023-08-02 09:06:12,8 %,16.7 %
2023-08-02 09:21:23,8.10 %,16.6 %
2023-08-02 09:36:33,8 %,16.6 %
2023-08-02 09:51:44,8.10 %,16.7 %
2023-08-02 10:06:44,8 %,16.6 %
2023-08-02 10:21:44,8 %,16.7 %
2023-08-02 10:36:56,7.90 %,16.7 %
2023-08-02 10:52:06,7.90 %,16.5 %
2023-08-02 11:07:17,7.90 %,16.6 %
2023-08-02 11:22:29,4.80 %,16.5 %
2023-08-02 11:37:39,4.90 %,16.5 %
2023-08-02 11:52:50,4.80 %,16.5 %
2023-08-02 12:08:00,4.80 %,16.5 %
2023-08-02 12:23:00,4.90 %,16.4 %
2023-08-02 14:11:12,4.70 %,16.4 %
2023-08-02 14:12:34,4.70 %,16.4 %
2023-08-02 14:27:40,4.60 %,16.3 %
2023-08-02 14:42:46,4.60 %,16.4 %
2023-08-02 14:57:46,4.50 %,16.2 %
2023-08-02 16:23:53,4.20 %,16.2 %
2023-08-02 16:24:26,4.20 %,16.2 %
2023-08-02 16:39:32,4.10 %,16.2 %
2023-08-02 16:54:39,4.10 %,16.1 %
2023-08-02 17:09:39,4.10 %,16 %
2023-08-02 18:36:25,4.40 %,16.2 %
2023-08-02 18:37:14,4.40 %,16.3 %
2023-08-02 18:52:21,7.60 %,19.5 %
2023-08-02 19:07:27,20.4 %,27.6 %
2023-08-02 19:22:32,22 %,28 %
2023-08-02 19:37:43,21.6 %,27.8 %
2023-08-02 19:52:53,20.5 %,26.8 %
2023-08-02 20:08:03,20.2 %,25.9 %
2023-08-02 20:23:00,19.7 %,25.4 %
2023-08-02 20:38:13,19.3 %,25 %
2023-08-02 20:53:24,18 %,24.7 %
2023-08-02 21:08:35,18.7 %,24.5 %
2023-08-02 21:23:45,18.4 %,24.2 %
2023-08-02 21:38:57,17.5 %,24.1 %
2023-08-02 21:54:07,17.2 %,23.7 %
2023-08-02 22:09:19,17.1 %,23.7 %
2023-08-02 22:24:30,17.2 %,23.6 %
2023-08-02 22:39:29,16.8 %,23.3 %
2023-08-02 22:54:41,16.8 %,23.2 %
2023-08-02 23:09:52,16.8 %,23 %
2023-08-02 23:25:05,16.7 %,23 %
2023-08-03 02:26:34,16.1 %,22.2 %
2023-08-03 02:41:42,16 %,22.1 %
2023-08-03 02:57:06,16 %,22.1 %
2023-08-03 03:12:18,16 %,22 %
2023-08-03 03:27:29,15.9 %,22 %
2023-08-03 03:42:40,16 %,21.8 %
2023-08-03 03:57:51,15.9 %,21.9 %
2023-08-03 04:13:02,15.9 %,21.8 %
2023-08-03 04:28:01,15.9 %,21.8 %
2023-08-03 04:43:13,15.7 %,21.8 %
2023-08-03 04:58:12,15.8 %,21.8 %
2023-08-03 05:13:24,15.7 %,21.8 %
2023-08-03 05:28:35,15.6 %,21.7 %
2023-08-03 05:43:45,15.7 %,21.8 %
2023-08-03 05:58:45,15.6 %,21.8 %
2023-08-03 06:13:46,15.7 %,21.7 %
2023-08-03 06:28:56,15.6 %,21.7 %
2023-08-03 06:44:06,15.7 %,21.6 %
2023-08-03 06:59:18,15.6 %,21.6 %
2023-08-03 07:14:28,15.6 %,21.7 %
2023-08-03 07:29:38,15.6 %,21.5 %
2023-08-03 07:44:50,15.5 %,21.5 %
2023-08-03 08:00:00,15.5 %,21.5 %
2023-08-03 08:14:59,15.4 %,21.6 %
2023-08-03 08:30:10,15.4 %,21.5 %
2023-08-03 08:45:20,15.1 %,21.4 %
2023-08-03 09:00:30,15.3 %,21.4 %
2023-08-03 09:15:41,15.1 %,21.3 %
2023-08-03 09:31:01,15.1 %,21.4 %
2023-08-03 09:46:10,15 %,21.3 %
2023-08-03 10:01:20,14.8 %,21.3 %
2023-08-03 10:16:30,14.8 %,21.2 %
2023-08-03 10:31:30,14.7 %,21.2 %
2023-08-03 10:46:29,14.5 %,21.2 %
2023-08-03 11:01:41,14.2 %,21.1 %
2023-08-03 11:16:52,14.7 %,21 %
2023-08-03 11:32:03,13.7 %,21 %
2023-08-03 11:47:14,13.5 %,20.9 %
2023-08-03 12:02:13,13.3 %,20.8 %
2023-08-03 12:17:24,13.1 %,20.9 %
2023-08-03 12:32:34,12.6 %,20.8 %
2023-08-03 12:47:34,12.6 %,20.8 %
2023-08-03 13:02:34,12.3 %,20.8 %
2023-08-03 13:17:45,12.1 %,20.5 %
2023-08-03 13:32:55,12 %,20.7 %
2023-08-03 13:48:04,11.8 %,20.6 %
2023-08-03 14:03:03,11.7 %,20.6 %
2023-08-03 14:18:15,11.2 %,20.5 %
2023-08-03 14:33:14,11 %,20.5 %
2023-08-03 14:48:24,11 %,20.4 %
2023-08-03 15:03:35,10.7 %,20.3 %
2023-08-03 15:18:34,10.6 %,20.4 %
2023-08-03 15:33:34,10.5 %,20.4 %
2023-08-03 15:48:44,10.1 %,20.3 %
2023-08-03 16:03:56,9.90 %,20 %
2023-08-03 16:18:55,9.90 %,20.2 %
2023-08-03 16:34:06,9.90 %,20 %
2023-08-03 16:49:18,9.70 %,20.2 %
2023-08-03 17:04:29,9.80 %,20 %
2023-08-03 17:19:39,9.60 %,20 %
2023-08-03 17:34:38,9.60 %,20 %
2023-08-03 17:49:48,9.40 %,19.9 %
2023-08-03 18:05:00,9.40 %,19.7 %
2023-08-03 18:19:59,9.30 %,20 %
2023-08-03 18:35:10,9.30 %,19.9 %
2023-08-03 18:50:19,9.20 %,19.8 %
2023-08-03 19:05:31,9.20 %,19.9 %
2023-08-03 19:20:43,9.20 %,19.8 %
2023-08-03 19:35:53,9.40 %,19.8 %
2023-08-03 19:51:03,9.10 %,19.8 %
2023-08-03 20:06:13,9.20 %,19.8 %
2023-08-03 20:21:12,9.40 %,19.9 %
2023-08-03 20:36:23,9.20 %,19.7 %
2023-08-03 20:51:43,9.20 %,19.8 %
2023-08-03 21:06:53,9.30 %,19.8 %
2023-08-03 21:22:03,20.1 %,33.3 %
2023-08-03 21:37:02,31 %,35.3 %
2023-08-03 21:52:13,32 %,35.1 %
2023-08-03 22:07:25,30.3 %,31.3 %
2023-08-03 22:22:37,27.5 %,29.3 %
2023-08-03 22:37:48,26.6 %,28.4 %
2023-08-03 22:52:58,26 %,27.3 %
2023-08-03 23:08:10,25.6 %,26.8 %
2023-08-03 23:23:20,25.3 %,26.5 %
2023-08-03 23:38:32,25 %,26.2 %
2023-08-03 23:53:43,24.7 %,25.8 %
2023-08-04 00:08:54,24.5 %,25.6 %
2023-08-04 00:24:05,24.1 %,25.6 %
2023-08-04 00:39:16,24.1 %,25.5 %
2023-08-04 00:54:19,23.9 %,25.2 %
2023-08-04 01:09:30,23.7 %,24.9 %
2023-08-04 01:24:51,23.6 %,25 %
2023-08-04 01:39:14,23.6 %,24.7 %
2023-08-04 01:54:51,23.5 %,24.6 %
2023-08-04 02:09:49,23.3 %,24.6 %
2023-08-04 02:24:58,23.3 %,24.5 %
2023-08-04 02:40:22,23.2 %,24.4 %
2023-08-04 02:55:34,23.2 %,24.4 %
2023-08-04 03:10:45,23.2 %,24.2 %
2023-08-04 03:25:56,23.1 %,24.4 %
2023-08-04 03:40:56,22.9 %,24.1 %
2023-08-04 03:55:56,22.8 %,24.1 %
2023-08-04 04:11:08,23 %,23.9 %
2023-08-04 04:26:07,22.9 %,23.9 %
2023-08-04 04:41:19,22.8 %,23.9 %
2023-08-04 04:56:30,22.9 %,23.9 %
2023-08-04 05:11:41,22.9 %,23.9 %
2023-08-04 05:26:51,22.8 %,23.7 %
2023-08-04 05:41:50,22.6 %,23.7 %
2023-08-04 05:56:50,22.7 %,23.6 %
2023-08-04 06:12:02,22.8 %,23.5 %
2023-08-04 06:27:12,22.9 %,23.6 %
2023-08-04 06:42:12,22.6 %,23.6 %
2023-08-04 06:57:22,22.8 %,23.7 %
2023-08-04 07:12:32,22.6 %,23.5 %
2023-08-04 07:27:32,22.5 %,23.6 %
2023-08-04 07:42:42,22.5 %,23.4 %
2023-08-04 07:57:52,22.5 %,23.4 %
2023-08-04 08:13:05,22.5 %,23.6 %
2023-08-04 08:28:14,22.5 %,23.5 %
2023-08-04 08:43:15,22.3 %,23.3 %
2023-08-04 08:58:25,22.3 %,23.3 %
2023-08-04 09:13:45,22.1 %,23.2 %
2023-08-04 09:28:50,22 %,23.3 %
2023-08-04 09:44:05,21.9 %,23.1 %
2023-08-04 09:59:15,21.8 %,23.1 %
2023-08-04 10:14:26,21.5 %,22.9 %
2023-08-04 10:29:47,21.6 %,22.9 %
2023-08-04 10:44:54,21.3 %,22.9 %
2023-08-04 10:59:57,21 %,22.8 %
2023-08-04 11:15:09,21 %,22.6 %
2023-08-04 11:30:15,20.7 %,22.6 %
2023-08-04 11:45:30,20.5 %,22.6 %
2023-08-04 12:00:41,20.2 %,22.5 %
2023-08-04 12:15:47,20.1 %,22.5 %
2023-08-04 12:30:52,19.8 %,22.3 %
2023-08-04 12:45:59,19.7 %,22.3 %
2023-08-04 13:01:10,19.6 %,22.2 %
2023-08-04 13:16:20,19.4 %,22.3 %
2023-08-04 13:31:30,19.4 %,22.1 %
2023-08-04 13:46:29,19.5 %,22.3 %
2023-08-04 14:01:40,19.2 %,22.2 %
2023-08-04 14:16:50,19 %,22.1 %
2023-08-04 14:32:01,18.7 %,22.1 %
2023-08-04 14:47:01,18.6 %,22 %
2023-08-04 15:02:03,18.7 %,22 %
2023-08-04 15:17:10,18.7 %,22 %
2023-08-04 15:32:16,18.7 %,22 %
2023-08-04 15:47:26,18.7 %,21.8 %
2023-08-04 16:02:26,18.3 %,22.1 %
2023-08-04 16:17:32,18.3 %,21.9 %
2023-08-04 16:32:45,18.5 %,22 %
2023-08-04 16:47:57,18.4 %,22 %
2023-08-04 17:03:07,18.2 %,22 %
2023-08-04 17:18:18,18.3 %,21.9 %
2023-08-04 17:33:30,18.3 %,21.9 %
2023-08-04 17:48:30,18.3 %,21.9 %
2023-08-04 18:03:35,18.4 %,21.8 %
2023-08-04 18:18:40,18.4 %,21.9 %
2023-08-04 18:33:57,18.4 %,22 %
2023-08-04 18:49:08,18.3 %,21.8 %
2023-08-04 19:04:08,18.4 %,21.8 %
2023-08-04 19:19:20,18.5 %,21.8 %
2023-08-04 19:34:20,18.4 %,21.9 %
2023-08-04 19:49:17,18.5 %,22 %
2023-08-04 21:24:30,18.6 %,21.8 %
2023-08-04 21:26:36,18.6 %,21.9 %
2023-08-04 21:41:42,18.7 %,21.9 %
2023-08-04 21:56:53,18.7 %,21.8 %
2023-08-04 22:11:53,18.6 %,21.9 %
2023-08-04 23:37:02,18.6 %,21.8 %
2023-08-04 23:37:40,18.7 %,21.8 %
2023-08-04 23:52:47,18.8 %,21.9 %
2023-08-05 00:07:52,18.8 %,21.8 %
2023-08-05 00:23:02,18.8 %,21.9 %
2023-08-05 00:38:13,18.9 %,21.8 %
2023-08-05 00:53:24,18.9 %,22 %
2023-08-05 01:08:36,18.8 %,21.7 %
2023-08-05 01:23:46,18.8 %,21.8 %
2023-08-05 01:38:56,18.9 %,21.8 %
2023-08-05 01:54:06,18.7 %,21.8 %
2023-08-05 02:09:16,18.9 %,21.8 %
2023-08-05 02:24:26,18.9 %,21.7 %
2023-08-05 02:39:36,18.9 %,21.7 %
2023-08-05 02:54:46,18.9 %,21.7 %
2023-08-05 03:09:56,18.8 %,21.6 %
2023-08-05 03:25:06,18.9 %,21.6 %
2023-08-05 03:40:16,18.9 %,21.8 %
2023-08-05 03:55:26,18.9 %,21.6 %
2023-08-05 04:10:37,18.9 %,21.7 %
2023-08-05 04:25:48,18.9 %,21.8 %
2023-08-05 04:40:58,18.9 %,21.7 %
2023-08-05 04:56:09,18.9 %,21.6 %
2023-08-05 05:11:09,18.8 %,21.6 %
2023-08-05 05:26:16,18.9 %,21.6 %
2023-08-05 05:41:21,18.8 %,21.6 %
2023-08-05 05:56:29,18.9 %,21.6 %
2023-08-05 06:11:34,18.9 %,21.7 %
2023-08-05 06:26:45,18.9 %,21.6 %
2023-08-05 06:41:57,18.7 %,21.6 %
2023-08-05 06:57:14,18.7 %,21.5 %
2023-08-05 07:12:25,18.7 %,21.5 %
2023-08-05 07:27:36,18.8 %,21.5 %
2023-08-05 07:42:35,19 %,21.6 %
2023-08-05 07:57:35,19 %,21.6 %
2023-08-05 08:12:46,18.9 %,21.6 %
2023-08-05 08:27:57,18.8 %,21.6 %
2023-08-05 08:43:08,18.6 %,21.6 %
2023-08-05 08:58:20,18.4 %,21.5 %
2023-08-05 09:13:30,18.3 %,21.5 %
2023-08-05 09:28:42,18.4 %,21.6 %
2023-08-05 09:43:41,18.3 %,21.5 %
2023-08-05 09:58:52,18.2 %,21.5 %
2023-08-05 10:14:05,18.1 %,21.4 %
2023-08-05 10:29:16,17.8 %,21.4 %
2023-08-05 10:44:28,17.9 %,21.4 %
2023-08-05 10:59:40,17.6 %,21.4 %
2023-08-05 11:14:52,17.7 %,21.5 %
2023-08-05 11:30:04,17.3 %,21.3 %
2023-08-05 11:45:15,17 %,21.3 %
2023-08-05 12:00:26,17 %,21.4 %
2023-08-05 12:15:37,17 %,21.4 %
2023-08-05 12:30:48,17.1 %,21.3 %
2023-08-05 12:45:59,17 %,21.3 %
2023-08-05 13:01:10,17.1 %,21.3 %
2023-08-05 13:16:20,17 %,21.3 %
2023-08-05 13:31:20,16.5 %,21.2 %
2023-08-05 13:46:31,16.1 %,21.2 %
2023-08-05 14:01:41,15.7 %,21.3 %
2023-08-05 14:16:52,15.9 %,21.2 %
2023-08-05 14:31:51,15.6 %,21 %
2023-08-05 14:46:51,15.4 %,21 %
2023-08-05 15:01:59,15.5 %,21.2 %
2023-08-05 15:16:58,15.3 %,21.1 %
2023-08-05 15:32:09,15.1 %,21.1 %
2023-08-05 15:47:19,15 %,21 %
2023-08-05 16:02:29,14.8 %,21.1 %
2023-08-05 16:17:40,14.7 %,21 %
2023-08-05 16:32:52,14.5 %,21 %
2023-08-05 16:48:02,14.5 %,21 %
2023-08-05 17:03:15,14.6 %,21.1 %
2023-08-05 17:18:26,14.7 %,21.1 %
2023-08-05 17:33:25,14.3 %,21 %
2023-08-05 17:48:37,14.4 %,21.1 %
2023-08-05 18:03:47,14.5 %,21 %
2023-08-05 18:18:53,14.6 %,21 %
2023-08-05 18:33:59,14.6 %,21 %
2023-08-05 18:49:05,14.5 %,21 %
2023-08-05 19:04:04,14.5 %,21.2 %
2023-08-05 19:19:15,14.5 %,20.9 %
2023-08-05 19:34:25,14.6 %,21 %
2023-08-05 19:49:35,14.5 %,21.1 %
2023-08-05 20:04:45,14.6 %,21 %
2023-08-05 20:19:52,14.7 %,21 %
2023-08-05 20:34:57,14.8 %,21.1 %
2023-08-05 20:50:08,14.7 %,20.9 %
2023-08-05 21:05:18,14.7 %,21 %
2023-08-05 21:20:28,14.8 %,21.2 %
2023-08-05 21:35:27,14.7 %,21.1 %
2023-08-05 21:50:38,14.8 %,21 %
2023-08-05 22:05:44,14.9 %,21.2 %
2023-08-05 22:20:57,15.1 %,21 %
2023-08-05 22:36:07,15 %,21.1 %
2023-08-05 22:51:17,15.1 %,21.2 %
2023-08-05 23:06:29,15 %,21.2 %
2023-08-05 23:21:40,15.2 %,21.1 %
2023-08-05 23:36:51,15.1 %,21 %
2023-08-05 23:52:04,15.1 %,21.2 %
2023-08-06 00:07:14,15.1 %,21.2 %
2023-08-06 00:22:25,15.2 %,21.1 %
2023-08-06 00:37:36,15.2 %,21.1 %
2023-08-06 00:52:47,15.3 %,21.1 %
2023-08-06 01:07:58,15.2 %,21.1 %
2023-08-06 01:22:58,15.3 %,21.1 %
2023-08-06 01:38:09,15.2 %,21.1 %
2023-08-06 01:53:20,15.1 %,21.1 %
2023-08-06 02:08:31,15.2 %,21.2 %
2023-08-06 02:23:42,15.3 %,21 %
2023-08-06 02:38:53,15.3 %,21.1 %
2023-08-06 02:53:53,15.3 %,21 %
2023-08-06 03:09:05,15.2 %,21.2 %
2023-08-06 03:24:16,15.3 %,21.1 %
2023-08-06 03:39:27,15.3 %,21.1 %
2023-08-06 03:54:38,15.2 %,21 %
2023-08-06 04:09:49,15.2 %,21.1 %
2023-08-06 04:25:00,15.3 %,21 %
2023-08-06 04:40:01,15.3 %,21 %
2023-08-06 04:55:11,15.3 %,21.1 %
2023-08-06 05:10:22,15.3 %,21.2 %
2023-08-06 05:25:33,15.3 %,21.1 %
2023-08-06 05:40:33,15.4 %,21.2 %
2023-08-06 05:55:44,15.4 %,21.1 %
2023-08-06 06:10:56,15.3 %,21.2 %
2023-08-06 06:26:06,15.4 %,21 %
2023-08-06 06:41:17,15.3 %,21.1 %
2023-08-06 06:56:28,15.3 %,21.2 %
2023-08-06 07:11:40,15.3 %,21.2 %
2023-08-06 07:26:51,15.4 %,21.1 %
2023-08-06 07:42:01,15.4 %,21.2 %
2023-08-06 07:57:12,15.3 %,21.1 %
2023-08-06 08:12:12,15.3 %,21 %
2023-08-06 08:27:23,15.3 %,21.1 %
2023-08-06 08:42:35,15.3 %,21 %
2023-08-06 08:57:45,15.2 %,21 %
2023-08-06 09:12:56,15.1 %,21 %
2023-08-06 09:28:07,15.2 %,21.1 %
2023-08-06 09:43:19,15.1 %,21.2 %
2023-08-06 09:58:18,15.1 %,21.2 %
2023-08-06 10:13:31,15.4 %,21 %
2023-08-06 10:28:36,15.3 %,20.9 %
2023-08-06 10:43:42,15.2 %,21 %
2023-08-06 10:58:52,15.3 %,21 %
2023-08-06 11:14:02,14.9 %,20.9 %
2023-08-06 11:29:13,15.4 %,21 %
2023-08-06 11:44:23,14.8 %,21 %
2023-08-06 11:59:33,15 %,20.9 %
2023-08-06 12:14:44,15 %,20.9 %
2023-08-06 12:29:56,15.1 %,20.9 %
2023-08-06 12:45:06,14.9 %,20.9 %
2023-08-06 13:00:06,14.9 %,20.9 %
2023-08-06 13:15:05,14.8 %,20.9 %
2023-08-06 13:30:16,14.8 %,20.8 %
2023-08-06 13:45:27,14.8 %,20.8 %
2023-08-06 14:00:37,25.5 %,23.4 %
2023-08-06 14:15:36,23.7 %,23.9 %
2023-08-06 14:30:47,23.1 %,23.7 %
2023-08-06 14:45:57,22.3 %,23.3 %
2023-08-06 15:01:04,22.2 %,23.3 %
2023-08-06 15:16:14,22 %,22.9 %
2023-08-06 15:31:22,21.7 %,22.9 %
2023-08-06 15:46:28,21.6 %,22.8 %
2023-08-06 16:01:27,21.4 %,22.7 %
2023-08-06 16:16:27,21.3 %,22.7 %
2023-08-06 16:31:27,21.2 %,22.5 %
2023-08-06 16:46:26,21.3 %,22.4 %
2023-08-06 17:01:38,21.3 %,22.5 %
2023-08-06 17:16:49,21.1 %,22.5 %
2023-08-06 17:31:48,21.2 %,22.5 %
2023-08-06 17:47:00,21.1 %,22.5 %
2023-08-06 18:02:12,21.1 %,22.3 %
2023-08-06 18:17:12,21 %,22.3 %
2023-08-06 18:32:23,20.9 %,22.3 %
2023-08-06 18:47:33,20.8 %,22.3 %
2023-08-06 19:02:44,20.8 %,22.4 %
2023-08-06 19:17:54,20.9 %,22.3 %
2023-08-06 19:33:00,20.8 %,22.2 %
2023-08-06 19:48:11,20.8 %,22.3 %
2023-08-06 20:03:21,20.7 %,22.3 %
2023-08-06 20:18:27,20.7 %,22.3 %
2023-08-06 20:33:37,20.7 %,22.1 %
2023-08-06 20:48:47,20.5 %,22.2 %
2023-08-06 21:03:57,20.5 %,22.1 %
2023-08-06 21:18:56,20.4 %,22.1 %
2023-08-06 23:06:14,20.2 %,22.1 %
2023-08-06 23:07:07,20 %,22.1 %
2023-08-06 23:22:13,20 %,22.1 %
2023-08-06 23:37:26,20 %,22.1 %
2023-08-06 23:52:36,20.2 %,22.1 %
2023-08-07 00:07:46,20 %,22 %
2023-08-07 00:22:56,20.3 %,22 %
2023-08-07 00:37:56,20 %,22 %
2023-08-07 00:52:55,20.2 %,22.1 %
2023-08-07 01:08:07,20.1 %,22.1 %
2023-08-07 01:23:17,20.2 %,22 %
2023-08-07 01:38:28,20.3 %,22.2 %
2023-08-07 01:53:40,20 %,22.1 %
2023-08-07 02:08:50,20.1 %,22.1 %
2023-08-07 02:23:58,20 %,22 %
2023-08-07 02:39:09,20.2 %,21.9 %
2023-08-07 02:54:20,20.1 %,22 %
2023-08-07 03:09:30,20 %,21.9 %
2023-08-07 03:24:41,20 %,22.1 %
2023-08-07 03:39:53,20.1 %,21.8 %
2023-08-07 03:55:04,20 %,22 %
2023-08-07 04:10:03,19.9 %,22.1 %
2023-08-07 04:25:14,20.1 %,22.1 %
2023-08-07 04:40:20,19.9 %,21.9 %
2023-08-07 04:55:30,20.1 %,22 %
2023-08-07 05:10:29,20.1 %,21.9 %
2023-08-07 05:25:40,20.2 %,21.9 %
2023-08-07 05:40:50,20 %,22 %
2023-08-07 05:56:00,19.7 %,22 %
2023-08-07 06:11:10,19.7 %,22 %
2023-08-07 06:26:20,19.9 %,22.1 %
2023-08-07 06:41:30,19.8 %,21.8 %
2023-08-07 06:56:40,19.8 %,21.9 %
2023-08-07 07:11:39,19.7 %,22 %
2023-08-07 07:26:50,19.6 %,21.8 %
2023-08-07 07:41:49,19.5 %,21.8 %
2023-08-07 07:57:00,19.5 %,21.8 %
2023-08-07 08:12:10,19.4 %,21.9 %
2023-08-07 08:27:20,19.4 %,21.9 %
2023-08-07 08:42:30,19.3 %,21.8 %
2023-08-07 08:57:40,19.2 %,21.8 %
2023-08-07 09:12:51,19.2 %,21.8 %
2023-08-07 09:28:04,18.9 %,21.8 %
2023-08-07 09:43:14,18.9 %,21.8 %
2023-08-07 09:58:25,18.9 %,21.8 %
2023-08-07 10:13:36,18.7 %,21.7 %
2023-08-07 10:28:47,18.7 %,21.6 %
2023-08-07 10:43:58,18.6 %,21.7 %
2023-08-07 10:59:10,18.6 %,21.8 %
2023-08-07 11:14:21,18.6 %,21.6 %
2023-08-07 11:29:32,17.9 %,21.6 %
2023-08-07 11:44:45,18.2 %,21.6 %
2023-08-07 11:59:56,17.8 %,21.5 %
2023-08-07 12:15:09,17.1 %,21.6 %
2023-08-07 12:30:20,17 %,21.5 %
2023-08-07 12:45:21,16.7 %,21.5 %
2023-08-07 13:00:34,16.7 %,21.5 %
2023-08-07 13:15:45,16.3 %,21.4 %
2023-08-07 13:30:54,16.2 %,21.4 %
2023-08-07 13:46:07,16 %,21.5 %
2023-08-07 14:01:18,15.6 %,21.4 %
2023-08-07 14:16:28,15.3 %,21.3 %
2023-08-07 14:31:39,15.4 %,21.3 %
2023-08-07 14:46:55,15 %,21.3 %
2023-08-07 15:02:02,14.7 %,21.3 %
2023-08-07 15:17:13,14.5 %,21.2 %
2023-08-07 15:32:19,14.2 %,21.2 %
2023-08-07 15:47:30,14.1 %,21.2 %
2023-08-07 16:02:29,14.1 %,21.2 %
2023-08-07 16:17:30,14 %,21.2 %
2023-08-07 16:32:37,13.9 %,21.2 %
2023-08-07 16:47:42,13.8 %,21.2 %
2023-08-07 17:02:41,13.7 %,21.2 %
2023-08-07 17:17:52,13.6 %,21.2 %
2023-08-07 17:32:52,13.6 %,21 %
2023-08-07 17:48:04,13.6 %,21.2 %
2023-08-07 18:03:10,13.6 %,21.2 %
2023-08-07 18:18:19,13.6 %,21.2 %
2023-08-07 18:33:30,13.6 %,21.1 %
2023-08-07 18:48:38,13.6 %,21.1 %
2023-08-07 19:03:49,13.6 %,21 %
2023-08-07 19:18:54,13.8 %,21.2 %
2023-08-07 19:34:04,14.1 %,21.2 %
2023-08-07 19:49:16,14.1 %,21.2 %
2023-08-07 20:04:27,13.8 %,21.2 %
2023-08-07 20:19:33,13.9 %,21.2 %
2023-08-07 20:34:40,14 %,21.2 %
2023-08-07 20:49:50,14.1 %,21.1 %
2023-08-07 21:05:00,14.1 %,21.2 %
2023-08-07 21:20:10,14.1 %,21.2 %
2023-08-07 21:35:20,14.1 %,21.2 %
2023-08-07 21:50:30,14.3 %,21 %
2023-08-07 22:05:29,14.1 %,21.3 %
2023-08-07 22:20:40,14.2 %,21.3 %
