date-time,bare soil,cardboard mulch
9/8/2023 0:46,1.70%,14.80%
9/8/2023 1:01,1.70%,14.80%
9/8/2023 1:16,1.70%,14.80%
9/8/2023 1:32,1.70%,14.80%
9/8/2023 1:47,1.70%,14.80%
9/8/2023 2:02,1.70%,14.70%
9/8/2023 2:17,1.70%,14.80%
9/8/2023 2:32,1.70%,14.80%
9/8/2023 2:47,1.70%,14.80%
9/8/2023 3:03,1.70%,14.80%
9/8/2023 3:18,1.80%,14.70%
9/8/2023 3:33,1.70%,14.80%
9/8/2023 3:48,1.70%,14.70%
9/8/2023 4:03,1.70%,14.70%
9/8/2023 4:18,1.70%,14.70%
9/8/2023 4:34,1.80%,14.70%
9/8/2023 4:49,1.70%,14.70%
9/8/2023 5:04,1.70%,14.70%
9/8/2023 5:19,1.80%,14.70%
9/8/2023 5:34,1.70%,14.80%
9/8/2023 5:49,1.80%,14.70%
9/8/2023 6:04,1.70%,14.70%
9/8/2023 6:20,1.70%,14.70%
9/8/2023 6:35,1.70%,14.80%
9/8/2023 6:50,1.70%,14.70%
9/8/2023 7:05,1.70%,14.70%
9/8/2023 7:20,1.80%,14.70%
9/8/2023 7:35,1.80%,14.70%
9/8/2023 7:51,1.80%,14.70%
9/8/2023 8:06,1.70%,14.70%
9/8/2023 8:21,1.80%,14.60%
9/8/2023 8:36,1.70%,14.70%
9/8/2023 8:51,1.80%,14.60%
9/8/2023 9:06,1.80%,14.70%
9/8/2023 9:21,1.80%,14.70%
9/8/2023 9:36,1.70%,14.70%
9/8/2023 9:51,1.70%,14.60%
9/8/2023 10:06,1.70%,14.70%
9/8/2023 10:22,1.70%,14.70%
9/8/2023 10:37,1.70%,14.60%
9/8/2023 10:52,1.60%,14.70%
9/8/2023 11:07,1.60%,14.70%
9/8/2023 11:22,1.50%,14.70%
9/8/2023 11:38,1.50%,14.60%
9/8/2023 11:53,1.40%,14.70%
9/8/2023 12:08,1.30%,14.70%
9/8/2023 12:23,1.30%,14.70%
9/8/2023 12:38,1.20%,14.50%
9/8/2023 12:53,1.20%,14.60%
9/8/2023 13:09,1.10%,14.60%
9/8/2023 13:24,1%,14.60%
9/8/2023 13:39,1%,14.70%
9/8/2023 13:54,1%,14.70%
9/8/2023 14:09,1%,14.50%
9/8/2023 14:24,0.90%,14.50%
9/8/2023 14:39,0.90%,14.50%
9/8/2023 14:55,0.80%,14.60%
9/8/2023 15:10,0.80%,14.50%
9/8/2023 15:25,0.80%,14.50%
9/8/2023 15:40,0.80%,14.50%
9/8/2023 15:55,0.80%,14.50%
9/8/2023 16:10,0.80%,14.50%
9/8/2023 16:25,0.80%,14.40%
9/8/2023 16:40,0.80%,14.50%
9/8/2023 18:30,1.10%,14.40%
9/8/2023 18:31,1.20%,14.50%
9/8/2023 18:46,1.20%,14.40%
9/8/2023 19:01,1.20%,14.40%
9/8/2023 20:43,1.40%,14.40%
9/8/2023 20:45,1.40%,14.40%
9/8/2023 21:00,1.40%,14.40%
9/8/2023 21:15,1.40%,14.40%
9/8/2023 21:30,1.40%,14.40%
9/8/2023 22:55,1.40%,14.30%
9/8/2023 22:56,1.40%,14.40%
9/8/2023 23:11,1.40%,14.40%
9/8/2023 23:26,1.40%,14.30%
9/8/2023 23:42,1.40%,14.30%
9/8/2023 23:57,1.40%,14.30%
9/9/2023 0:12,1.40%,14.20%
9/9/2023 0:27,1.40%,14.40%
9/9/2023 0:42,1.50%,14.30%
9/9/2023 0:57,1.40%,14.30%
9/9/2023 1:13,1.50%,14.30%
9/9/2023 1:28,1.50%,14.20%
9/9/2023 1:43,1.50%,14.40%
9/9/2023 1:58,1.50%,14.30%
9/9/2023 2:13,1.50%,14.40%
9/9/2023 2:28,1.50%,14.20%
9/9/2023 2:43,1.50%,14.20%
9/9/2023 2:58,1.50%,14.30%
9/9/2023 3:13,1.50%,14.20%
9/9/2023 3:28,1.60%,14.30%
9/9/2023 3:43,1.60%,14.20%
9/9/2023 3:59,1.50%,14.20%
9/9/2023 4:14,1.50%,14.10%
9/9/2023 4:29,1.50%,14.20%
9/9/2023 4:44,1.60%,14.20%
9/9/2023 4:59,1.60%,14.20%
9/9/2023 5:14,1.50%,14.30%
9/9/2023 5:30,1.60%,14.20%
9/9/2023 5:45,1.60%,14.20%
9/9/2023 6:00,1.60%,14.20%
9/9/2023 6:15,1.60%,14.20%
9/9/2023 6:30,1.60%,14.20%
9/9/2023 6:45,1.60%,14.20%
9/9/2023 7:01,1.60%,14.20%
9/9/2023 7:16,1.60%,14.20%
9/9/2023 7:31,1.60%,14.20%
9/9/2023 7:46,1.60%,14.30%
9/9/2023 8:01,1.70%,14.20%
9/9/2023 8:16,1.60%,14.20%
9/9/2023 8:31,1.60%,14.20%
9/9/2023 8:47,1.60%,14.30%
9/9/2023 9:02,1.60%,14.10%
9/9/2023 9:17,1.60%,14.20%
9/9/2023 9:32,1.60%,14.20%
9/9/2023 9:47,1.60%,14.20%
9/9/2023 10:02,1.50%,14.20%
9/9/2023 10:17,1.60%,14.20%
9/9/2023 10:32,1.40%,14.20%
9/9/2023 10:48,1.40%,14.10%
9/9/2023 11:03,1.40%,14.20%
9/9/2023 11:18,1.40%,14.20%
9/9/2023 11:33,1.40%,14.10%
9/9/2023 11:48,1.40%,14.20%
9/9/2023 12:03,1.40%,14.30%
9/9/2023 12:18,1.30%,14.10%
9/9/2023 12:34,1.30%,14.20%
9/9/2023 12:49,1.30%,14.10%
9/9/2023 13:04,1.30%,14.10%
9/9/2023 13:19,1.30%,14.10%
9/9/2023 13:34,1.20%,14.20%
9/9/2023 13:49,1.30%,14.10%
9/9/2023 14:05,1.20%,14.20%
9/9/2023 14:20,1.20%,14.20%
9/9/2023 14:35,1.20%,14.10%
9/9/2023 14:50,1.20%,14.20%
9/9/2023 16:35,2.60%,14.10%
9/9/2023 16:37,2.60%,14.20%
9/9/2023 16:52,2.60%,14.10%
9/9/2023 17:07,2.60%,14.10%
9/9/2023 17:22,2.70%,14%
9/9/2023 17:37,2.70%,14.10%
9/9/2023 17:52,2.90%,14%
9/9/2023 18:07,2.70%,14.10%
9/9/2023 18:23,2.80%,14.10%
9/9/2023 18:38,2.70%,14.10%
9/9/2023 18:53,2.70%,14.10%
9/9/2023 19:08,2.70%,14.10%
9/9/2023 19:23,2.80%,14.10%
9/9/2023 19:38,2.80%,14.10%
9/9/2023 19:54,2.80%,14.10%
9/9/2023 20:09,2.70%,14%
9/9/2023 20:24,2.80%,13.90%
9/9/2023 20:39,2.80%,14.10%
9/9/2023 20:54,2.90%,14.10%
9/9/2023 21:09,2.80%,14%
9/9/2023 21:25,2.80%,14.10%
9/9/2023 21:40,2.80%,14.10%
9/9/2023 21:55,2.80%,14.10%
9/9/2023 22:10,2.80%,14.10%
9/9/2023 22:25,2.90%,14%
9/9/2023 22:41,2.90%,14.10%
9/9/2023 22:56,2.90%,14.10%
9/9/2023 23:11,2.80%,14.10%
9/9/2023 23:26,2.90%,14%
9/9/2023 23:41,2.80%,14%
9/9/2023 23:56,2.80%,14.10%
9/10/2023 0:12,2.90%,14.10%
9/10/2023 0:27,2.90%,14.10%
9/10/2023 0:42,2.80%,13.90%
9/10/2023 0:57,2.80%,14%
9/10/2023 1:12,2.80%,14%
9/10/2023 1:28,2.80%,14.10%
9/10/2023 1:43,2.90%,14.10%
9/10/2023 1:58,2.80%,13.90%
9/10/2023 2:13,2.90%,14.10%
9/10/2023 2:28,2.90%,13.90%
9/10/2023 2:43,2.80%,13.90%
9/10/2023 2:58,2.80%,13.90%
9/10/2023 3:14,2.80%,14.10%
9/10/2023 3:29,2.90%,14.10%
9/10/2023 3:44,2.90%,13.90%
9/10/2023 3:59,2.90%,14%
9/10/2023 4:14,2.90%,14.10%
9/10/2023 4:29,2.90%,13.90%
9/10/2023 4:44,2.90%,14%
9/10/2023 5:00,2.80%,14.10%
9/10/2023 5:15,2.90%,14.10%
9/10/2023 5:30,2.90%,14.10%
9/10/2023 5:45,2.90%,14%
9/10/2023 6:00,3%,14%
9/10/2023 6:15,2.90%,14.10%
9/10/2023 6:30,2.80%,14.10%
9/10/2023 6:46,2.90%,14.10%
9/10/2023 7:01,2.90%,14.10%
9/10/2023 7:16,2.90%,14%
9/10/2023 7:31,2.80%,14%
9/10/2023 7:46,2.90%,14.10%
9/10/2023 8:01,2.90%,14.10%
9/10/2023 8:17,2.90%,14.10%
9/10/2023 8:32,2.90%,14%
9/10/2023 8:47,2.80%,14%
9/10/2023 9:02,2.80%,13.90%
9/10/2023 9:17,2.80%,14.10%
9/10/2023 9:32,2.80%,14%
9/10/2023 9:47,2.80%,13.90%
9/10/2023 10:03,2.80%,14%
9/10/2023 10:18,2.80%,13.90%
9/10/2023 10:33,2.70%,14%
9/10/2023 10:48,2.80%,14.10%
9/10/2023 11:03,2.80%,13.90%
9/10/2023 11:18,2.60%,14.10%
9/10/2023 11:33,2.70%,14.10%
9/10/2023 11:48,2.70%,14%
9/10/2023 12:04,2.60%,14%
9/10/2023 12:19,2.60%,14%
9/10/2023 12:34,2.60%,14.10%
9/10/2023 12:49,2.40%,14%
9/10/2023 13:04,2.40%,13.90%
9/10/2023 13:19,2.30%,13.90%
9/10/2023 13:34,2.20%,14.10%
9/10/2023 13:49,2%,14%
9/10/2023 14:05,2%,13.90%
9/10/2023 14:20,1.90%,13.90%
9/10/2023 14:35,1.90%,14%
9/10/2023 14:50,1.80%,14%
9/10/2023 15:05,1.80%,13.90%
9/10/2023 15:20,1.80%,13.90%
9/10/2023 15:35,1.70%,13.80%
9/10/2023 15:51,1.80%,13.90%
9/10/2023 16:06,1.80%,14%
9/10/2023 16:21,1.80%,13.90%
9/10/2023 16:36,1.70%,13.90%
9/10/2023 16:51,1.70%,13.90%
9/10/2023 17:06,1.80%,13.90%
9/10/2023 17:21,1.80%,14%
9/10/2023 19:06,1.90%,13.90%
9/10/2023 19:08,1.90%,13.90%
9/10/2023 19:23,1.90%,13.90%
9/10/2023 19:38,1.90%,13.90%
9/10/2023 19:53,1.90%,13.80%
9/10/2023 20:08,1.90%,14%
9/10/2023 20:23,1.90%,13.90%
9/10/2023 20:38,1.90%,14%
9/10/2023 20:54,1.90%,13.90%
9/10/2023 21:09,1.90%,13.90%
9/10/2023 21:24,2%,13.80%
9/10/2023 21:39,1.90%,14%
9/10/2023 21:54,1.90%,13.90%
9/10/2023 22:10,1.90%,13.90%
9/10/2023 22:25,1.90%,13.90%
9/10/2023 22:40,2%,13.90%
9/10/2023 22:55,2%,13.90%
9/10/2023 23:10,1.90%,14%
9/10/2023 23:25,1.90%,13.90%
9/10/2023 23:40,1.90%,14.10%
9/10/2023 23:56,1.90%,13.90%
9/11/2023 0:11,2%,13.90%
9/11/2023 0:26,2%,13.90%
9/11/2023 0:41,2%,13.90%
9/11/2023 0:56,2%,13.80%
9/11/2023 1:11,2%,13.90%
9/11/2023 1:26,1.90%,13.90%
9/11/2023 1:42,1.90%,13.80%
9/11/2023 1:57,2%,13.90%
9/11/2023 2:12,2%,13.80%
9/11/2023 2:27,2%,13.90%
9/11/2023 2:42,2%,13.90%
9/11/2023 2:57,2%,13.80%
9/11/2023 3:12,2%,13.90%
9/11/2023 3:28,2%,13.90%
9/11/2023 3:43,2%,13.90%
9/11/2023 3:58,2%,13.80%
9/11/2023 4:13,2%,13.90%
9/11/2023 4:28,2%,13.90%
9/11/2023 4:43,2%,13.90%
9/11/2023 4:58,2%,13.80%
9/11/2023 5:13,2%,13.80%
9/11/2023 5:29,2%,13.90%
9/11/2023 5:44,2%,13.80%
9/11/2023 5:59,2%,13.80%
9/11/2023 6:14,2.10%,13.90%
9/11/2023 6:29,2%,13.90%
9/11/2023 6:44,2%,13.80%
9/11/2023 6:59,2.10%,13.80%
9/11/2023 7:15,2%,13.80%
9/11/2023 7:30,2%,13.90%
9/11/2023 7:45,2%,13.80%
9/11/2023 8:00,2.10%,13.80%
9/11/2023 8:15,2.10%,13.80%
9/11/2023 8:30,2%,13.80%
9/11/2023 8:45,2.10%,13.80%
9/11/2023 9:00,2%,13.70%
9/11/2023 9:16,2.10%,13.80%
9/11/2023 9:31,2%,13.70%
9/11/2023 9:46,2%,13.80%
9/11/2023 10:01,2%,13.80%
9/11/2023 10:16,1.90%,13.80%
9/11/2023 10:31,1.80%,13.80%
9/11/2023 10:46,1.90%,13.80%
9/11/2023 11:01,1.80%,13.80%
9/11/2023 11:16,1.90%,13.80%
9/11/2023 11:31,1.80%,13.80%
9/11/2023 11:47,1.70%,13.80%
9/11/2023 12:02,1.60%,13.80%
9/11/2023 12:17,1.70%,13.70%
9/11/2023 12:32,1.70%,13.80%
9/11/2023 12:47,1.70%,13.70%
9/11/2023 13:02,1.60%,13.70%
9/11/2023 13:17,1.60%,13.70%
9/11/2023 13:33,1.50%,13.70%
9/11/2023 13:48,1.40%,13.70%
9/11/2023 14:03,1.50%,13.80%
9/11/2023 14:18,1.50%,13.60%
9/11/2023 14:33,1.50%,13.60%
9/11/2023 14:48,1.50%,13.70%
9/11/2023 15:03,1.40%,13.60%
9/11/2023 15:19,1.40%,13.80%
9/11/2023 15:34,1.30%,13.70%
9/11/2023 15:49,1.30%,13.70%
9/11/2023 16:04,1.40%,13.60%
9/11/2023 16:19,1.40%,13.60%
9/11/2023 16:34,1.50%,13.80%
9/11/2023 16:49,1.40%,13.60%
9/11/2023 18:17,1.60%,13.60%
9/11/2023 18:18,1.70%,13.60%
9/11/2023 18:33,1.70%,13.60%
9/11/2023 18:48,1.70%,13.60%
9/11/2023 19:03,1.70%,13.80%
9/11/2023 19:19,1.70%,13.60%
9/11/2023 19:34,1.70%,13.50%
9/11/2023 19:49,1.70%,13.60%
9/11/2023 20:04,1.80%,13.60%
9/11/2023 20:19,1.70%,13.50%
9/11/2023 20:34,1.70%,13.60%
9/11/2023 22:42,1.80%,13.60%
9/11/2023 22:43,1.80%,13.60%
9/11/2023 22:58,1.90%,13.50%
9/11/2023 23:13,1.90%,13.50%
9/11/2023 23:28,2.40%,13.60%
9/11/2023 23:43,5.40%,13.80%
9/11/2023 23:58,9.20%,13.70%
9/12/2023 0:13,11.80%,14%
9/12/2023 0:29,11.40%,14.70%
9/12/2023 0:44,10.90%,15%
9/12/2023 0:59,10.90%,15.30%
9/12/2023 1:14,10.60%,15.60%
9/12/2023 1:29,10.60%,15.60%
9/12/2023 1:44,10.60%,15.60%
9/12/2023 1:59,10.50%,15.70%
9/12/2023 2:14,10.50%,15.60%
9/12/2023 2:29,10.40%,15.70%
9/12/2023 2:44,10.40%,15.60%
9/12/2023 3:00,10.50%,15.80%
9/12/2023 3:15,10.50%,15.70%
9/12/2023 3:30,10.50%,15.70%
9/12/2023 3:45,10.30%,15.60%
9/12/2023 4:00,10.20%,15.80%
9/12/2023 4:15,10.50%,15.80%
9/12/2023 4:30,10.40%,15.70%
9/12/2023 4:46,10.10%,15.80%
9/12/2023 5:01,10.30%,15.70%
9/12/2023 5:16,10.20%,15.70%
9/12/2023 5:31,10.20%,15.70%
9/12/2023 5:46,10.20%,15.60%
9/12/2023 6:01,10.30%,15.60%
9/12/2023 6:16,10.20%,15.70%
9/12/2023 6:31,10.20%,15.60%
9/12/2023 6:47,10.20%,15.60%
9/12/2023 7:02,10.10%,15.60%
9/12/2023 7:17,10.10%,15.70%
9/12/2023 7:32,9.90%,15.60%
9/12/2023 7:47,10%,15.60%
9/12/2023 8:02,9.90%,15.70%
9/12/2023 8:17,10%,15.70%
9/12/2023 8:33,10.10%,15.60%
9/12/2023 8:48,10.10%,15.60%
9/12/2023 9:03,9.90%,15.60%
9/12/2023 9:18,9.90%,15.60%
9/12/2023 9:33,9.70%,15.60%
9/12/2023 9:49,9.70%,15.60%
9/12/2023 10:04,9.80%,15.60%
9/12/2023 10:19,9.60%,15.70%
9/12/2023 10:34,9.50%,15.60%
9/12/2023 10:49,9.70%,15.60%
9/12/2023 11:04,9.40%,15.70%
9/12/2023 11:19,9.40%,15.70%
9/12/2023 11:35,9.30%,15.60%
9/12/2023 11:50,9.30%,15.60%
9/12/2023 12:05,9.30%,15.70%
9/12/2023 12:20,9.10%,15.60%
9/12/2023 12:35,9%,15.60%
9/12/2023 12:50,8.90%,15.60%
9/12/2023 13:06,8.90%,15.60%
9/12/2023 13:21,8.70%,15.60%
9/12/2023 13:36,8.80%,15.60%
9/12/2023 13:51,8.60%,15.60%
9/12/2023 14:06,8.60%,15.60%
9/12/2023 14:21,8.50%,15.60%
9/12/2023 14:36,8.40%,15.70%
9/12/2023 14:52,8.70%,15.40%
9/12/2023 15:07,8.50%,15.60%
9/12/2023 15:22,8.30%,15.60%
9/12/2023 15:37,8.10%,15.50%
9/12/2023 15:52,8.20%,15.60%
9/12/2023 16:07,8.10%,15.60%
9/12/2023 16:22,8.20%,15.60%
9/12/2023 16:38,8%,15.60%
9/12/2023 16:53,7.90%,15.50%
9/12/2023 17:08,7.90%,15.50%
9/12/2023 17:23,7.80%,15.50%
9/12/2023 17:38,7.90%,15.60%
9/12/2023 17:53,8%,15.60%
9/12/2023 18:08,7.90%,15.60%
9/12/2023 18:24,7.80%,15.40%
9/12/2023 18:39,7.90%,15.60%
9/12/2023 18:54,7.90%,15.50%
9/12/2023 19:09,7.80%,15.40%
9/12/2023 19:24,7.60%,15.50%
9/12/2023 19:39,7.80%,15.60%
9/12/2023 19:54,7.90%,15.60%
9/12/2023 20:10,7.60%,15.50%
9/12/2023 20:25,7.80%,15.50%
9/12/2023 20:40,7.60%,15.50%
9/12/2023 20:55,7.80%,15.40%
9/12/2023 21:10,8%,15.50%
9/12/2023 21:25,7.80%,15.60%
9/12/2023 21:41,7.80%,15.50%
9/12/2023 21:56,7.70%,15.40%
9/12/2023 22:11,7.80%,15.40%
9/12/2023 22:26,7.90%,15.50%
9/12/2023 22:41,7.60%,15.40%
9/12/2023 22:56,7.80%,15.40%
9/12/2023 23:11,7.60%,15.40%
9/12/2023 23:26,7.80%,15.40%
9/12/2023 23:42,7.80%,15.40%
9/12/2023 23:57,7.80%,15.40%
9/13/2023 0:12,7.80%,15.60%
9/13/2023 0:27,7.80%,15.40%
9/13/2023 0:42,7.50%,15.40%
9/13/2023 0:58,7.40%,15.30%
9/13/2023 1:13,7.80%,15.40%
9/13/2023 1:28,7.60%,15.30%
9/13/2023 1:43,7.80%,15.40%
9/13/2023 1:58,7.90%,15.40%
9/13/2023 2:13,7.60%,15.30%
9/13/2023 2:28,7.90%,15.40%
9/13/2023 2:43,7.50%,15.30%
9/13/2023 2:58,7.80%,15.30%
9/13/2023 3:14,7.60%,15.30%
9/13/2023 3:29,7.80%,15.20%
9/13/2023 3:44,7.60%,15.30%
9/13/2023 3:59,7.80%,15.20%
9/13/2023 4:14,7.80%,15.30%
9/13/2023 4:29,7.80%,15.30%
9/13/2023 4:45,7.50%,15.20%
9/13/2023 5:00,7.80%,15.30%
9/13/2023 5:15,7.80%,15.20%
9/13/2023 5:30,7.90%,15.20%
9/13/2023 5:45,7.80%,15.30%
9/13/2023 6:01,7.80%,15.10%
9/13/2023 6:16,7.80%,15.30%
9/13/2023 6:31,7.90%,15.20%
9/13/2023 6:46,7.80%,15.20%
9/13/2023 7:01,7.40%,15.10%
9/13/2023 7:17,7.80%,15.30%
9/13/2023 7:32,7.50%,15.20%
9/13/2023 7:47,7.90%,15.10%
9/13/2023 8:02,7.90%,15.10%
9/13/2023 8:17,7.70%,15.10%
9/13/2023 8:32,7.50%,15.10%
9/13/2023 8:48,7.60%,15.30%
9/13/2023 9:03,7.70%,15%
9/13/2023 9:18,7.70%,15.10%
9/13/2023 9:33,7.60%,15.10%
9/13/2023 9:48,7.50%,15%
9/13/2023 10:04,7.70%,15.10%
9/13/2023 10:19,7.60%,15%
9/13/2023 10:34,7.50%,15.10%
9/13/2023 10:49,7.50%,15.10%
9/13/2023 11:04,7.30%,15.10%
9/13/2023 11:20,7.20%,15.10%
9/13/2023 11:35,7.20%,15.20%
9/13/2023 11:50,7.10%,15.10%
9/13/2023 12:05,7%,15.10%
9/13/2023 12:20,7%,15.10%
9/13/2023 12:35,6.80%,15.10%
9/13/2023 12:50,6.60%,15.10%
9/13/2023 13:05,6.50%,15.10%
9/13/2023 13:20,6.40%,15.20%
9/13/2023 13:36,6.40%,15.10%
9/13/2023 13:51,6.30%,15.10%
9/13/2023 14:06,6.20%,15.10%
9/13/2023 14:21,6.10%,15.20%
9/13/2023 14:36,5.90%,15.20%
9/13/2023 14:51,5.80%,15.10%
9/13/2023 15:07,5.60%,15.20%
9/13/2023 15:22,5.60%,15.10%
9/13/2023 15:37,5.50%,15.20%
9/13/2023 15:52,5.40%,15.10%
9/13/2023 16:07,5.40%,15.20%
9/13/2023 16:22,5.20%,15.10%
9/13/2023 16:38,5.30%,15.20%
9/13/2023 16:53,5.20%,15.20%
9/13/2023 17:08,5.30%,15.20%
9/13/2023 17:23,5.30%,15.30%
9/13/2023 17:38,5.40%,15.30%
9/13/2023 17:54,5.30%,15.30%
9/13/2023 18:08,5.30%,15.10%
9/13/2023 18:24,5.40%,15.20%
9/13/2023 18:39,5.40%,15.20%
9/13/2023 18:54,5.40%,15.10%
9/13/2023 19:09,5.50%,15.30%
9/13/2023 19:24,5.50%,15.10%
9/13/2023 19:39,5.50%,15.30%
9/13/2023 19:54,5.50%,15.30%
9/13/2023 20:10,5.60%,15.30%
9/13/2023 20:25,5.50%,15.20%
9/13/2023 20:40,5.60%,15.20%
9/13/2023 20:55,5.60%,15.20%
9/13/2023 21:10,5.70%,15.10%
9/13/2023 21:25,5.60%,15.20%
9/13/2023 21:40,5.70%,15.30%
9/13/2023 21:55,5.60%,15.20%
9/13/2023 22:11,5.60%,15.20%
9/13/2023 22:26,5.60%,15.20%
9/13/2023 22:41,5.70%,15.10%
9/13/2023 22:56,5.70%,15.30%
9/13/2023 23:11,5.60%,15.10%
9/13/2023 23:26,5.70%,15%
9/13/2023 23:42,5.70%,15.10%
9/13/2023 23:57,5.70%,15.20%
9/14/2023 0:12,5.70%,15.10%
9/14/2023 0:27,5.70%,15.10%
9/14/2023 0:42,5.70%,15%
9/14/2023 0:57,5.70%,15.10%
9/14/2023 1:13,5.70%,15.10%
9/14/2023 1:28,5.70%,15.10%
9/14/2023 1:43,5.70%,15%
9/14/2023 1:58,5.70%,15%
9/14/2023 2:13,5.70%,15%
9/14/2023 2:28,5.70%,15%
9/14/2023 2:44,5.60%,15.10%
9/14/2023 2:59,5.70%,15%
9/14/2023 3:14,5.70%,15%
9/14/2023 3:29,5.70%,15%
9/14/2023 3:44,5.70%,15%
9/14/2023 4:00,5.70%,14.90%
9/14/2023 4:15,5.70%,15%
9/14/2023 4:30,5.70%,15%
9/14/2023 4:45,5.70%,15%
9/14/2023 5:00,5.70%,14.90%
9/14/2023 5:15,5.70%,15%
9/14/2023 5:30,5.70%,15%
9/14/2023 5:45,5.70%,15%
9/14/2023 6:00,5.70%,14.90%
9/14/2023 6:16,5.60%,14.90%
9/14/2023 6:31,5.80%,15%
9/14/2023 6:46,5.70%,14.90%
9/14/2023 7:01,5.70%,15%
9/14/2023 7:16,5.70%,14.90%
9/14/2023 7:31,5.60%,15%
9/14/2023 7:46,5.70%,14.90%
9/14/2023 8:01,5.70%,14.80%
9/14/2023 8:16,5.70%,14.90%
9/14/2023 8:31,5.70%,14.90%
9/14/2023 8:47,5.70%,14.90%
9/14/2023 9:02,5.60%,14.90%
9/14/2023 9:17,5.60%,14.80%
9/14/2023 9:32,5.50%,15%
9/14/2023 9:47,5.50%,15%
9/14/2023 10:02,5.50%,14.90%
9/14/2023 10:17,5.40%,15%
9/14/2023 10:33,5.40%,14.80%
9/14/2023 10:48,5.30%,14.90%
9/14/2023 11:03,5.20%,15%
9/14/2023 11:18,5.20%,14.80%
9/14/2023 11:33,5.20%,14.90%
9/14/2023 11:48,5%,14.90%
9/14/2023 12:03,4.90%,14.90%
9/14/2023 12:18,4.90%,15%
9/14/2023 12:34,4.80%,14.90%
9/14/2023 12:49,7.40%,14.90%
9/14/2023 13:04,7.30%,14.90%
9/14/2023 13:19,7.20%,15%
9/14/2023 13:34,7%,15%
9/14/2023 13:50,6.80%,15%
9/14/2023 14:05,6.80%,15%
9/14/2023 14:20,6.60%,15%
9/14/2023 14:35,6.50%,15%
9/14/2023 14:50,6.50%,15%
9/14/2023 15:05,6.40%,15%
9/14/2023 15:20,6.40%,15%
9/14/2023 15:35,6.30%,14.90%
9/14/2023 16:57,,
9/14/2023 16:59,,
9/14/2023 17:14,,
9/14/2023 17:29,,
9/14/2023 17:45,,
9/14/2023 18:00,,
9/14/2023 18:15,,
9/14/2023 18:30,,
9/14/2023 18:45,,
9/14/2023 19:00,,
9/14/2023 19:15,,
9/14/2023 19:31,,
9/14/2023 19:46,,
9/14/2023 20:01,,
9/14/2023 20:16,,
9/14/2023 20:31,,
9/14/2023 20:46,,
9/14/2023 22:29,6.20%,14.90%
9/14/2023 22:29,6.20%,14.90%
9/14/2023 22:44,6.20%,14.80%
9/14/2023 22:59,6.20%,14.90%
9/15/2023 0:41,6.10%,14.80%
9/15/2023 0:42,6.20%,14.90%
9/15/2023 0:57,6.10%,14.80%
9/15/2023 1:12,6.10%,14.80%
9/15/2023 1:27,6.10%,14.80%
9/15/2023 1:43,6.20%,14.80%
9/15/2023 1:58,6%,14.70%
9/15/2023 2:13,6.10%,14.70%
9/15/2023 2:28,6%,14.80%
9/15/2023 2:43,6.10%,14.80%
9/15/2023 2:58,6.10%,14.70%
9/15/2023 3:13,6.10%,14.70%
9/15/2023 3:28,6.20%,14.70%
9/15/2023 3:43,6.20%,14.70%
9/15/2023 3:59,6.20%,14.70%
9/15/2023 4:14,6.20%,14.70%
9/15/2023 4:29,6.20%,14.80%
9/15/2023 4:44,6.20%,14.70%
9/15/2023 4:59,6.20%,14.60%
9/15/2023 5:14,6.30%,14.70%
9/15/2023 5:29,6.60%,14.70%
9/15/2023 7:19,12.80%,14.90%
9/15/2023 7:19,12.80%,14.90%
9/15/2023 7:34,12.80%,14.80%
9/15/2023 7:50,12.80%,14.90%
9/15/2023 8:05,12.90%,14.90%
9/15/2023 8:20,12.70%,14.80%
9/15/2023 8:35,12.90%,14.80%
9/15/2023 8:50,12.80%,15%
9/15/2023 9:05,12.90%,14.80%
9/15/2023 9:20,13.10%,15%
9/15/2023 9:35,13.60%,15.10%
9/15/2023 9:51,13.80%,15.10%
9/15/2023 10:06,13.90%,15%
9/15/2023 10:21,13.80%,15.20%
9/15/2023 10:36,13.80%,15.30%
9/15/2023 10:51,13.80%,15.30%
9/15/2023 11:06,13.60%,15.40%
9/15/2023 11:21,13.60%,15.40%
9/15/2023 11:36,13.60%,15.40%
9/15/2023 11:51,13.50%,15.40%
9/15/2023 12:07,13.40%,15.50%
9/15/2023 12:22,13.30%,15.50%
9/15/2023 12:37,13.30%,15.60%
9/15/2023 12:52,13.20%,15.50%
9/15/2023 13:07,13.20%,15.60%
9/15/2023 13:22,13.10%,15.60%
9/15/2023 13:37,13.20%,15.50%
9/15/2023 13:52,13.20%,15.60%
9/15/2023 14:07,13.10%,15.70%
9/15/2023 14:23,13.10%,15.70%
9/15/2023 14:38,13.10%,15.70%
9/15/2023 14:53,13%,15.60%
9/15/2023 15:08,12.90%,15.70%
9/15/2023 15:23,12.90%,15.60%
9/15/2023 15:39,12.80%,15.70%
9/15/2023 15:54,12.70%,15.70%
9/15/2023 16:09,12.70%,15.60%
9/15/2023 16:24,12.50%,15.60%
9/15/2023 16:39,12.40%,15.60%
9/15/2023 16:54,12.30%,15.70%
9/15/2023 17:09,12.20%,15.70%
9/15/2023 17:25,12.20%,15.70%
9/15/2023 17:40,12.10%,15.60%
9/15/2023 17:55,12.10%,15.70%
9/15/2023 18:10,12.10%,15.70%
9/15/2023 18:25,12.10%,15.80%
