date-time,bare soil,cardboard mulch
6/29/2023 11:10,,10.20%
6/29/2023 11:15,,10%
6/29/2023 11:16,,10.10%
6/29/2023 11:31,,9.90%
6/29/2023 11:38,0%,10%
6/29/2023 11:42,17.20%,10%
6/29/2023 11:44,17.30%,9.90%
6/29/2023 11:59,17.60%,10%
6/29/2023 12:14,17.40%,9.80%
6/29/2023 12:29,17.40%,9.90%
6/29/2023 14:05,16.80%,9.70%
6/29/2023 14:06,16.90%,9.70%
6/29/2023 14:21,16.90%,9.60%
6/29/2023 14:36,16.80%,9.50%
6/29/2023 14:51,16.70%,9.60%
6/29/2023 15:07,16.80%,9.40%
6/29/2023 15:22,16.70%,9.50%
6/29/2023 15:37,16.70%,9.40%
6/29/2023 17:24,16.20%,9.30%
6/29/2023 17:25,16.20%,9.40%
6/29/2023 17:40,16.20%,9.40%
6/29/2023 17:55,16.10%,9.30%
6/29/2023 18:10,16.20%,9.30%
6/29/2023 18:26,16.10%,9.20%
6/29/2023 18:41,16%,9.30%
6/29/2023 18:56,16.10%,9.40%
6/29/2023 19:11,16.10%,9.30%
6/29/2023 19:26,16.10%,9.30%
6/29/2023 19:41,16%,9.30%
6/29/2023 19:56,16%,9.30%
6/29/2023 20:11,16.10%,9.40%
6/29/2023 20:27,16.10%,9.40%
6/29/2023 20:42,16.10%,9.40%
6/29/2023 20:57,16.10%,9.30%
6/29/2023 21:12,16%,9.50%
6/29/2023 21:27,16%,9.60%
6/29/2023 21:42,16%,9.60%
6/29/2023 21:57,16.10%,9.50%
6/30/2023 0:01,16.20%,9.50%
6/30/2023 0:03,16.20%,9.40%
6/30/2023 0:18,16.10%,9.60%
6/30/2023 0:33,16.10%,9.60%
6/30/2023 0:48,16.10%,9.70%
6/30/2023 1:03,16.10%,9.50%
6/30/2023 1:18,16.20%,9.70%
6/30/2023 1:33,16%,9.60%
6/30/2023 1:48,16.20%,9.70%
6/30/2023 2:04,16.20%,9.60%
6/30/2023 2:19,16.10%,9.70%
6/30/2023 2:34,16.10%,9.60%
6/30/2023 2:49,16.10%,9.60%
6/30/2023 3:04,16%,9.60%
6/30/2023 3:19,16.10%,9.80%
6/30/2023 3:35,16.10%,9.80%
6/30/2023 3:50,16.10%,9.70%
6/30/2023 4:05,16.20%,9.70%
6/30/2023 4:20,16.20%,9.80%
6/30/2023 4:35,16.20%,9.80%
6/30/2023 4:50,16.20%,9.70%
6/30/2023 6:39,16.20%,9.80%
6/30/2023 6:40,16.20%,9.80%
6/30/2023 6:55,16.20%,9.80%
6/30/2023 7:10,16.20%,9.80%
6/30/2023 7:25,16.20%,9.70%
6/30/2023 8:51,16.30%,9.80%
6/30/2023 8:52,16.40%,9.80%
6/30/2023 9:07,16.20%,9.70%
6/30/2023 9:22,16.20%,9.70%
6/30/2023 9:37,16.30%,9.60%
6/30/2023 11:04,15.90%,9.40%
6/30/2023 11:06,15.90%,9.50%
6/30/2023 11:21,15.80%,9.40%
6/30/2023 11:36,15.70%,9.40%
6/30/2023 11:51,15.70%,9.40%
6/30/2023 12:06,15.70%,9.30%
6/30/2023 12:22,15.50%,9.30%
6/30/2023 12:37,15.50%,9.20%
6/30/2023 12:52,15.60%,9.20%
6/30/2023 13:07,15.40%,9.10%
6/30/2023 13:22,15.40%,9.10%
6/30/2023 13:37,15.40%,9.10%
6/30/2023 13:52,15.40%,9.20%
6/30/2023 14:07,15.40%,9.10%
6/30/2023 14:23,15.40%,9.10%
6/30/2023 14:38,15.30%,9%
6/30/2023 14:53,15.20%,8.90%
6/30/2023 15:08,15.10%,9%
6/30/2023 15:23,15.30%,9%
6/30/2023 15:38,15.30%,9%
6/30/2023 15:53,15.10%,8.80%
6/30/2023 16:08,15.10%,8.80%
6/30/2023 16:23,15.10%,8.80%
6/30/2023 17:41,15%,8.90%
6/30/2023 17:43,15%,8.80%
6/30/2023 17:58,15.10%,8.80%
6/30/2023 18:13,15%,8.80%
6/30/2023 18:28,14.90%,8.90%
6/30/2023 18:43,14.80%,8.70%
6/30/2023 18:58,15%,8.80%
6/30/2023 19:13,14.90%,8.80%
6/30/2023 19:29,14.90%,8.90%
6/30/2023 19:44,14.90%,8.80%
6/30/2023 19:59,14.80%,8.80%
6/30/2023 20:14,14.90%,9%
6/30/2023 20:29,15%,8.80%
6/30/2023 20:44,14.80%,8.90%
6/30/2023 20:59,14.90%,9%
6/30/2023 21:14,14.90%,8.90%
6/30/2023 21:29,14.90%,8.80%
6/30/2023 21:44,14.80%,9%
6/30/2023 21:59,15%,9%
6/30/2023 23:13,15%,9.10%
6/30/2023 23:15,15%,9%
6/30/2023 23:30,15%,9%
6/30/2023 23:45,15.10%,9%
7/1/2023 0:00,15.10%,9.20%
7/1/2023 0:15,15%,8.90%
7/1/2023 0:30,15%,9.10%
7/1/2023 0:45,14.90%,9.10%
7/1/2023 2:31,15%,9.20%
7/1/2023 2:33,15.10%,9.10%
7/1/2023 2:49,15.10%,8.90%
7/1/2023 3:04,15.10%,9.20%
7/1/2023 3:19,15.10%,9.20%
7/1/2023 3:34,15%,9.20%
7/1/2023 3:49,15.10%,9.20%
7/1/2023 4:04,15%,8.90%
7/1/2023 4:19,15%,9%
7/1/2023 4:34,15.10%,9.20%
7/1/2023 4:49,15.10%,9.30%
7/1/2023 5:04,15.10%,9.20%
7/1/2023 5:19,15.10%,9.30%
7/1/2023 5:35,15.10%,9.30%
7/1/2023 5:50,15%,9.10%
7/1/2023 6:05,15%,9.30%
7/1/2023 6:20,15.10%,9.40%
7/1/2023 6:35,15%,9.20%
7/1/2023 6:50,15%,9.30%
7/1/2023 7:05,15%,9.20%
7/1/2023 7:20,14.90%,9.30%
7/1/2023 7:35,15%,9.30%
7/1/2023 7:51,15%,9.10%
7/1/2023 8:06,15.10%,9.30%
7/1/2023 8:21,15.10%,9.30%
7/1/2023 8:36,15.10%,9.30%
7/1/2023 8:51,15.10%,9.30%
7/1/2023 9:06,15.10%,9.20%
7/1/2023 9:21,15.10%,9.20%
7/1/2023 9:36,15%,9.20%
7/1/2023 9:51,15%,9.20%
7/1/2023 10:06,15%,9.30%
7/1/2023 10:22,15%,9.20%
7/1/2023 10:37,14.90%,9.20%
7/1/2023 10:52,15.10%,9.20%
7/1/2023 11:07,14.80%,9.10%
7/1/2023 11:22,15%,9.20%
7/1/2023 11:37,14.80%,9.20%
7/1/2023 11:52,14.80%,9.20%
7/1/2023 12:07,14.80%,9.10%
7/1/2023 12:23,14.70%,8.90%
7/1/2023 12:38,14.70%,9%
7/1/2023 12:53,14.80%,8.90%
7/1/2023 13:08,14.60%,8.90%
7/1/2023 13:23,14.50%,8.80%
7/1/2023 13:38,14.70%,8.80%
7/1/2023 13:53,14.50%,8.80%
7/1/2023 14:08,14.50%,8.70%
7/1/2023 14:24,14.40%,8.70%
7/1/2023 14:39,14.40%,8.70%
7/1/2023 14:54,14.30%,8.70%
7/1/2023 15:09,14.20%,8.70%
7/1/2023 15:24,14.20%,8.60%
7/1/2023 15:39,14.20%,8.70%
7/1/2023 15:54,14.10%,8.60%
7/1/2023 16:09,14.10%,8.50%
7/1/2023 16:24,14%,8.60%
7/1/2023 16:39,13.90%,8.50%
7/1/2023 16:54,14%,8.60%
7/1/2023 17:10,14.10%,8.50%
7/1/2023 17:25,13.80%,8.50%
7/1/2023 17:40,13.90%,8.50%
7/1/2023 17:55,13.90%,8.50%
7/1/2023 18:10,14%,8.50%
7/1/2023 18:25,14%,8.60%
7/1/2023 18:40,13.80%,8.70%
7/1/2023 18:55,14.10%,8.50%
7/1/2023 19:11,13.90%,8.50%
7/1/2023 19:26,14%,8.50%
7/1/2023 19:41,14.10%,8.60%
7/1/2023 19:56,13.90%,8.50%
7/1/2023 20:11,14%,8.50%
7/1/2023 20:26,14.10%,8.50%
7/1/2023 20:41,14.10%,8.50%
7/1/2023 20:56,14%,8.60%
7/1/2023 21:12,14.10%,8.60%
7/1/2023 21:27,14.10%,8.50%
7/1/2023 21:42,14.10%,8.60%
7/1/2023 21:57,13.90%,8.50%
7/1/2023 22:12,14.10%,8.60%
7/1/2023 22:27,14%,8.60%
7/1/2023 22:42,14.10%,8.60%
7/1/2023 22:57,14.10%,8.70%
7/1/2023 23:12,14.10%,8.60%
7/1/2023 23:27,14.10%,8.70%
7/1/2023 23:43,14.10%,8.70%
7/1/2023 23:58,14.10%,8.70%
7/2/2023 0:13,14.10%,8.60%
7/2/2023 0:28,14.20%,8.70%
7/2/2023 0:43,14.10%,8.70%
7/2/2023 0:58,14.20%,8.60%
7/2/2023 1:13,14.20%,8.70%
7/2/2023 1:28,14.10%,8.60%
7/2/2023 1:43,14.10%,8.60%
7/2/2023 1:58,14.10%,8.60%
7/2/2023 2:14,14.20%,8.70%
7/2/2023 2:29,14.20%,8.70%
7/2/2023 2:44,14.10%,8.60%
7/2/2023 2:59,14.10%,8.60%
7/2/2023 3:14,14.10%,8.70%
7/2/2023 3:29,14.10%,8.60%
7/2/2023 3:44,14.20%,8.60%
7/2/2023 3:59,14.10%,8.70%
7/2/2023 4:14,14.20%,8.70%
7/2/2023 4:30,14.20%,8.70%
7/2/2023 4:45,14.20%,8.80%
7/2/2023 5:00,14.20%,8.70%
7/2/2023 5:15,14.20%,8.80%
7/2/2023 5:30,14.20%,8.70%
7/2/2023 5:45,14.20%,8.80%
7/2/2023 6:00,14.20%,8.70%
7/2/2023 6:15,14.20%,8.70%
7/2/2023 6:31,14.20%,8.60%
7/2/2023 6:46,14.20%,8.90%
7/2/2023 7:01,14.10%,8.70%
7/2/2023 7:16,14.20%,8.70%
7/2/2023 7:31,14.20%,8.80%
7/2/2023 7:46,14.20%,8.70%
7/2/2023 8:01,14.20%,8.80%
7/2/2023 8:16,14.20%,8.70%
7/2/2023 8:31,14.20%,8.70%
7/2/2023 8:46,14.20%,8.80%
7/2/2023 9:01,13.90%,8.70%
7/2/2023 9:17,13.90%,10.60%
7/2/2023 9:32,14.10%,10.50%
7/2/2023 11:39,13.50%,10.50%
7/2/2023 11:40,13.60%,10.40%
7/2/2023 11:55,13.60%,10.40%
7/2/2023 12:10,13.60%,10.30%
7/2/2023 12:25,13.60%,10.40%
7/2/2023 12:40,13.50%,10.30%
7/2/2023 12:56,13.30%,10.30%
7/2/2023 13:11,13.30%,10.30%
7/2/2023 13:26,13.20%,10.20%
7/2/2023 14:58,13%,10.10%
7/2/2023 14:59,13.10%,10.20%
7/2/2023 15:14,13%,10.10%
7/2/2023 15:29,13%,10.10%
7/2/2023 15:44,12.90%,9.90%
7/2/2023 15:59,12.90%,9.90%
7/2/2023 16:15,12.80%,10%
7/2/2023 16:30,12.80%,9.80%
7/2/2023 16:45,12.90%,10.10%
7/2/2023 17:00,12.70%,9.90%
7/2/2023 17:15,13%,9.70%
7/2/2023 17:30,12.80%,9.80%
7/2/2023 17:45,12.90%,9.80%
7/2/2023 18:01,12.90%,9.80%
7/2/2023 18:16,12.90%,9.90%
7/2/2023 18:31,12.90%,9.80%
7/2/2023 18:46,12.90%,9.80%
7/2/2023 19:01,12.90%,9.80%
7/2/2023 19:16,12.90%,9.90%
7/2/2023 19:32,13%,9.90%
7/2/2023 19:47,13.10%,9.80%
7/2/2023 20:02,12.90%,9.80%
7/2/2023 20:17,12.90%,9.80%
7/2/2023 20:32,12.90%,9.90%
7/2/2023 20:47,12.90%,9.90%
7/2/2023 21:02,13.10%,9.90%
7/2/2023 21:17,13.10%,9.80%
7/2/2023 21:32,13%,9.80%
7/2/2023 21:48,13%,9.90%
7/2/2023 22:03,13.10%,9.90%
7/2/2023 22:18,13.10%,9.90%
7/2/2023 22:33,13.10%,10%
7/2/2023 22:48,13.10%,10%
7/2/2023 23:03,12.90%,9.90%
7/2/2023 23:18,13%,9.90%
7/2/2023 23:33,13%,10%
7/2/2023 23:48,13.10%,9.90%
7/3/2023 0:03,13.10%,10.10%
7/3/2023 0:18,13.10%,9.90%
7/3/2023 0:34,13.10%,10.10%
7/3/2023 0:49,13.10%,10%
7/3/2023 1:04,13.10%,10.10%
7/3/2023 1:19,13.10%,10%
7/3/2023 1:34,13.10%,9.90%
7/3/2023 1:49,13.10%,10.20%
7/3/2023 2:04,13.20%,10.10%
7/3/2023 2:19,13.10%,10%
7/3/2023 2:34,13.10%,10.10%
7/3/2023 2:49,13.20%,10.10%
7/3/2023 3:04,13.10%,10.10%
7/3/2023 3:19,13%,10%
7/3/2023 3:34,13%,10.10%
7/3/2023 3:50,13.10%,10.20%
7/3/2023 4:05,13.10%,10.10%
7/3/2023 4:20,13.10%,10.10%
7/3/2023 4:35,13.20%,10.10%
7/3/2023 4:50,13.10%,10.20%
7/3/2023 5:05,13.20%,10.10%
7/3/2023 5:20,13.10%,10.10%
7/3/2023 5:35,13.10%,10.20%
7/3/2023 5:51,13.10%,10.10%
7/3/2023 6:06,13.10%,10.10%
7/3/2023 6:21,13.10%,10.20%
7/3/2023 6:36,13.10%,10.10%
7/3/2023 6:51,13.20%,10.10%
7/3/2023 7:06,13.10%,10.10%
7/3/2023 7:21,13.10%,10.10%
7/3/2023 7:36,13.10%,10.10%
7/3/2023 7:51,13.10%,10%
7/3/2023 8:06,13.10%,10.10%
7/3/2023 8:22,13.10%,10.10%
7/3/2023 8:37,13%,9.90%
7/3/2023 8:52,13.10%,10%
7/3/2023 9:07,13.20%,10.10%
7/3/2023 9:22,13.10%,9.90%
7/3/2023 9:37,13%,10%
7/3/2023 9:52,12.90%,9.90%
7/3/2023 10:07,13.10%,9.90%
7/3/2023 10:22,12.90%,10%
7/3/2023 10:38,12.90%,9.80%
7/3/2023 10:53,12.80%,9.90%
7/3/2023 11:08,12.80%,9.90%
7/3/2023 11:23,12.80%,9.80%
7/3/2023 11:38,12.70%,9.80%
7/3/2023 11:53,12.70%,9.80%
7/3/2023 12:08,12.50%,9.70%
7/3/2023 12:23,12.40%,9.70%
7/3/2023 12:39,12.50%,9.60%
7/3/2023 12:54,12.50%,9.70%
7/3/2023 13:09,12.30%,9.50%
7/3/2023 13:24,12.30%,9.40%
7/3/2023 13:39,12.30%,9.40%
7/3/2023 13:54,12.20%,9.40%
7/3/2023 13:55,12.20%,9.30%
7/3/2023 15:16,12.10%,9.10%
7/3/2023 15:18,12.10%,9.20%
7/3/2023 15:34,12%,9.30%
7/3/2023 15:49,11.90%,9.10%
7/3/2023 16:04,11.90%,9.10%
7/3/2023 16:19,11.90%,9.20%
7/3/2023 16:34,11.90%,9.10%
7/3/2023 16:49,12%,9.10%
7/3/2023 17:04,11.80%,9.10%
7/3/2023 17:19,11.80%,9.10%
7/3/2023 17:35,11.80%,9%
7/3/2023 17:50,11.90%,9%
7/3/2023 18:05,11.80%,8.90%
7/3/2023 18:20,11.80%,8.90%
7/3/2023 18:35,11.80%,8.80%
7/3/2023 18:50,11.80%,8.80%
7/3/2023 19:05,11.80%,8.80%
7/3/2023 19:20,11.90%,8.80%
7/3/2023 19:35,11.90%,8.90%
7/3/2023 20:48,11.90%,8.80%
7/3/2023 20:48,11.90%,8.80%
7/3/2023 21:04,11.90%,8.80%
7/3/2023 21:19,11.90%,8.90%
7/3/2023 23:00,11.90%,8.80%
7/3/2023 23:02,11.90%,8.90%
7/3/2023 23:17,11.90%,8.80%
7/3/2023 23:32,11.90%,8.80%
7/3/2023 23:47,11.90%,8.80%
7/4/2023 0:02,12%,8.80%
7/4/2023 0:17,11.90%,8.80%
7/4/2023 0:32,11.90%,8.90%
7/4/2023 0:48,12%,8.90%
7/4/2023 1:03,12%,8.80%
7/4/2023 1:18,12.10%,8.90%
7/4/2023 1:33,12.10%,8.80%
7/4/2023 1:48,12%,8.90%
7/4/2023 2:03,12%,8.80%
7/4/2023 2:18,12.10%,8.80%
7/4/2023 4:31,12.10%,8.90%
7/4/2023 4:33,12.10%,8.90%
7/4/2023 4:48,12.10%,8.90%
7/4/2023 6:44,12%,8.90%
7/4/2023 6:45,12.10%,8.90%
7/4/2023 7:00,12%,8.90%
7/4/2023 7:15,12.10%,8.90%
7/4/2023 7:30,12%,8.80%
7/4/2023 7:45,12%,8.80%
7/4/2023 8:01,12%,8.80%
7/4/2023 8:15,12%,9%
7/4/2023 10:03,11.90%,8.70%
7/4/2023 10:04,11.90%,8.70%
7/4/2023 10:19,11.90%,8.70%
7/4/2023 10:34,17.40%,26.10%
7/4/2023 10:49,33.50%,28.90%
7/4/2023 11:04,33.40%,26.80%
7/4/2023 11:20,32.30%,24.70%
7/4/2023 11:35,31.30%,23.90%
7/4/2023 11:50,30.80%,23.50%
7/4/2023 12:05,30.20%,22.90%
7/4/2023 12:20,29.90%,22.50%
7/4/2023 12:35,29.60%,21.80%
7/4/2023 12:50,29.30%,21.70%
7/4/2023 13:05,29.20%,21.30%
7/4/2023 13:20,29%,21.20%
7/4/2023 13:36,28.90%,21.10%
7/4/2023 13:51,28.90%,21.10%
7/4/2023 14:06,28.60%,20.80%
7/4/2023 14:21,28.40%,20.70%
7/4/2023 14:36,28.30%,20.80%
7/4/2023 14:51,28.10%,20.50%
7/4/2023 15:06,27.90%,20.40%
7/4/2023 15:21,27.80%,20.30%
7/4/2023 15:36,27.70%,20.30%
7/4/2023 15:51,27.40%,20.10%
7/4/2023 16:07,27.20%,20.20%
7/4/2023 16:22,27.10%,19.90%
7/4/2023 16:37,27%,19.90%
7/4/2023 16:52,26.90%,19.80%
7/4/2023 17:07,26.80%,19.60%
7/4/2023 17:22,26.60%,19.70%
7/4/2023 17:37,26.60%,19.70%
7/4/2023 17:52,26.60%,19.40%
7/4/2023 19:59,26.10%,19.10%
7/4/2023 20:01,26.10%,19.30%
7/4/2023 20:16,26.30%,19.20%
7/4/2023 20:32,26.20%,19.20%
7/4/2023 20:47,26.10%,19.10%
7/4/2023 21:02,26.10%,19.40%
7/4/2023 21:17,26%,19%
7/4/2023 21:32,26%,19%
7/4/2023 23:18,26%,18.90%
7/4/2023 23:20,26%,18.90%
7/4/2023 23:35,25.80%,18.90%
7/4/2023 23:50,26%,19%
7/5/2023 0:05,25.90%,18.90%
7/5/2023 1:30,25.80%,18.80%
7/5/2023 1:31,25.90%,18.80%
7/5/2023 1:47,25.80%,18.80%
7/5/2023 2:02,25.90%,18.80%
7/5/2023 2:17,25.80%,18.60%
7/5/2023 2:32,25.80%,18.50%
7/5/2023 2:47,26%,18.70%
7/5/2023 3:02,25.70%,18.70%
7/5/2023 3:17,25.80%,18.60%
7/5/2023 3:32,25.80%,18.70%
7/5/2023 3:47,25.80%,18.60%
7/5/2023 4:03,25.70%,18.60%
7/5/2023 4:18,25.80%,18.50%
7/5/2023 4:33,25.70%,18.50%
7/5/2023 4:48,25.80%,18.60%
7/5/2023 5:03,25.70%,18.70%
7/5/2023 5:18,25.80%,18.60%
7/5/2023 5:33,25.70%,18.60%
7/5/2023 5:48,25.60%,18.60%
7/5/2023 6:04,25.70%,18.50%
7/5/2023 6:19,25.70%,18.60%
7/5/2023 6:34,25.70%,18.40%
7/5/2023 6:49,25.60%,18.40%
7/5/2023 7:04,25.60%,18.50%
7/5/2023 7:19,25.60%,18.50%
7/5/2023 7:34,25.60%,18.40%
7/5/2023 7:49,25.50%,18.40%
7/5/2023 8:04,25.40%,18.40%
7/5/2023 8:20,25.40%,18.30%
7/5/2023 8:35,25.20%,18.20%
7/5/2023 8:50,25.20%,18.20%
7/5/2023 9:05,25%,18.10%
7/5/2023 9:20,24.90%,18.20%
7/5/2023 9:35,24.70%,18.10%
7/5/2023 9:50,24.60%,18.10%
7/5/2023 10:05,24.50%,18%
7/5/2023 10:20,24.20%,18%
7/5/2023 10:36,24%,17.80%
7/5/2023 10:51,23.90%,17.80%
7/5/2023 11:06,23.70%,17.80%
7/5/2023 11:21,23.40%,17.70%
7/5/2023 11:36,23.30%,17.60%
7/5/2023 11:51,23.10%,17.60%
7/5/2023 12:06,22.90%,17.60%
7/5/2023 12:21,22.70%,17.60%
7/5/2023 12:36,22.50%,17.30%
7/5/2023 12:52,22.30%,17.10%
7/5/2023 13:07,21.90%,17.10%
7/5/2023 13:22,21.90%,17%
7/5/2023 13:37,21.70%,17%
7/5/2023 13:52,21.40%,16.80%
7/5/2023 14:07,21.40%,16.80%
7/5/2023 14:22,21.30%,16.80%
7/5/2023 14:37,21.20%,16.70%
7/5/2023 14:52,21.20%,16.70%
7/5/2023 15:08,21.10%,16.60%
7/5/2023 15:23,21%,16.50%
7/5/2023 15:38,20.90%,16.50%
7/5/2023 15:53,20.80%,16.40%
7/5/2023 16:08,20.80%,16.20%
7/5/2023 16:23,20.70%,16.20%
7/5/2023 16:38,20.50%,16.40%
7/5/2023 16:53,20.60%,16.30%
7/5/2023 17:08,20.40%,16.40%
7/5/2023 19:11,20.20%,16.20%
7/5/2023 19:12,20.20%,16.20%
7/5/2023 19:27,20.30%,16%
7/5/2023 19:42,20.30%,16.20%
7/5/2023 19:57,20.20%,16.20%
7/5/2023 20:12,20.20%,16%
7/5/2023 20:27,20.20%,16.20%
7/5/2023 20:42,20%,16%
7/5/2023 22:29,20.20%,16.10%
7/5/2023 22:31,20.20%,16%
7/5/2023 22:46,20.20%,16%
7/5/2023 23:01,20.20%,16.20%
7/5/2023 23:16,20.20%,16.20%
7/5/2023 23:31,20.20%,16.20%
7/5/2023 23:46,20.20%,16%
7/6/2023 0:02,20.20%,16%
7/6/2023 0:17,20.20%,16%
7/6/2023 0:32,20.30%,16.20%
7/6/2023 0:47,20.30%,16.10%
7/6/2023 1:02,20.20%,16%
7/6/2023 1:17,20.40%,16.10%
7/6/2023 1:32,20.30%,16.20%
7/6/2023 1:47,20.20%,16.20%
7/6/2023 2:03,20.30%,16.10%
7/6/2023 2:18,20.30%,16%
7/6/2023 2:33,20.30%,16.10%
7/6/2023 2:48,20.30%,16.20%
7/6/2023 3:03,20.40%,16.10%
7/6/2023 3:18,20.30%,16%
7/6/2023 3:33,20.30%,16%
7/6/2023 3:48,20.30%,16%
7/6/2023 4:04,20.30%,16.20%
7/6/2023 4:19,20.30%,16%
7/6/2023 4:34,20.30%,16.20%
7/6/2023 4:49,20.30%,16.10%
7/6/2023 5:04,20.30%,16%
7/6/2023 5:19,20.40%,16%
7/6/2023 5:34,20.30%,16%
7/6/2023 5:49,20.30%,16%
7/6/2023 6:04,20.50%,16%
7/6/2023 6:19,20.40%,16%
7/6/2023 6:35,20.50%,16%
7/6/2023 6:50,20.40%,16.20%
7/6/2023 7:05,20.30%,16.10%
7/6/2023 7:20,20.40%,16.10%
7/6/2023 7:35,20.40%,16.10%
7/6/2023 7:50,20.20%,15.90%
7/6/2023 8:05,20.30%,16%
7/6/2023 8:20,20.30%,15.90%
7/6/2023 8:36,20.30%,16%
7/6/2023 8:51,20.10%,16%
7/6/2023 9:06,20.10%,15.90%
7/6/2023 9:21,20.10%,16%
7/6/2023 9:36,20%,15.90%
7/6/2023 9:51,19.90%,16%
7/6/2023 10:06,19.90%,15.90%
7/6/2023 10:21,19.70%,15.90%
7/6/2023 11:44,19.20%,15.70%
7/6/2023 11:45,19.30%,15.70%
7/6/2023 12:00,19.30%,15.60%
7/6/2023 12:15,19.20%,15.60%
7/6/2023 12:30,19.10%,15.60%
7/6/2023 12:45,19.10%,15.60%
7/6/2023 13:00,18.90%,15.40%
7/6/2023 13:15,18.80%,15.40%
7/6/2023 13:31,18.90%,15.20%
7/6/2023 13:46,18.70%,15.40%
7/6/2023 14:01,18.70%,15.20%
7/6/2023 14:16,18.60%,15.30%
7/6/2023 14:31,18.40%,15.30%
7/6/2023 14:46,18.30%,15.30%
7/6/2023 15:01,18.30%,15.10%
7/6/2023 15:16,18.20%,15.10%
7/6/2023 15:32,18.10%,15%
7/6/2023 15:47,18.10%,15.10%
7/6/2023 16:02,18%,15.10%
7/6/2023 16:17,18.10%,15%
7/6/2023 16:32,18.10%,15%
7/6/2023 16:47,17.90%,15%
7/6/2023 17:02,17.90%,15%
7/6/2023 17:17,17.90%,15%
7/6/2023 17:33,17.80%,14.80%
7/6/2023 17:48,17.90%,14.80%
7/6/2023 18:03,17.70%,15%
7/6/2023 18:18,17.80%,14.80%
7/6/2023 18:33,17.70%,14.90%
7/6/2023 18:48,17.80%,14.90%
7/6/2023 19:03,17.70%,14.80%
7/6/2023 19:18,17.80%,14.80%
7/6/2023 19:33,17.70%,14.80%
7/6/2023 19:49,17.60%,15%
7/6/2023 20:04,17.80%,14.80%
7/6/2023 20:19,17.60%,14.90%
7/6/2023 20:34,17.60%,14.80%
7/6/2023 20:49,17.60%,14.80%
7/6/2023 21:04,17.70%,15%
7/6/2023 21:19,17.60%,15%
7/6/2023 21:34,17.60%,15%
7/6/2023 21:49,17.70%,15%
7/6/2023 22:05,17.60%,14.80%
7/6/2023 22:20,17.60%,14.80%
7/6/2023 22:35,17.60%,14.80%
7/6/2023 22:50,17.60%,14.90%
7/6/2023 23:05,17.50%,15%
7/6/2023 23:20,17.70%,14.90%
7/6/2023 23:35,17.40%,15.10%
7/6/2023 23:50,17.60%,14.80%
7/7/2023 0:05,17.60%,14.80%
7/7/2023 0:20,17.70%,15%
7/7/2023 0:36,17.60%,14.90%
7/7/2023 0:51,17.70%,15%
7/7/2023 1:06,17.60%,15%
7/7/2023 1:21,17.60%,14.80%
7/7/2023 1:36,17.40%,14.90%
7/7/2023 1:51,17.70%,15%
7/7/2023 2:06,17.60%,15%
7/7/2023 2:21,17.60%,14.90%
7/7/2023 2:36,17.60%,14.90%
7/7/2023 2:52,17.70%,14.90%
7/7/2023 3:07,17.60%,15%
7/7/2023 3:22,17.60%,15%
7/7/2023 3:37,17.50%,15%
7/7/2023 3:52,17.50%,15%
7/7/2023 4:07,17.60%,14.90%
7/7/2023 4:22,17.50%,14.80%
7/7/2023 4:37,17.60%,14.90%
7/7/2023 4:52,17.60%,15%
7/7/2023 5:07,17.50%,15%
7/7/2023 5:22,17.60%,14.90%
7/7/2023 5:38,17.60%,14.90%
7/7/2023 5:53,17.60%,15%
7/7/2023 6:08,17.60%,14.90%
7/7/2023 6:23,17.60%,14.80%
7/7/2023 6:38,17.60%,14.90%
7/7/2023 6:53,17.60%,15%
7/7/2023 7:08,17.80%,14.80%
7/7/2023 7:23,17.60%,14.90%
7/7/2023 7:39,17.50%,14.90%
7/7/2023 7:54,17.60%,15%
7/7/2023 8:09,17.40%,15%
7/7/2023 8:24,17.50%,14.80%
7/7/2023 8:39,17.70%,14.90%
7/7/2023 8:54,17.60%,14.80%
7/7/2023 9:09,17.50%,14.80%
7/7/2023 9:24,17.40%,14.80%
7/7/2023 9:39,17.40%,14.70%
7/7/2023 9:55,17.40%,14.80%
7/7/2023 10:10,17.30%,14.50%
7/7/2023 10:25,17.30%,14.70%
7/7/2023 10:40,17.30%,14.70%
7/7/2023 10:55,17.10%,14.50%
7/7/2023 11:10,17.10%,14.50%
7/7/2023 11:25,17.10%,14.50%
7/7/2023 11:40,17%,14.50%
7/7/2023 11:55,17%,14.50%
7/7/2023 12:11,16.90%,14.40%
7/7/2023 12:26,16.90%,14.40%
7/7/2023 12:41,16.70%,14.20%
7/7/2023 12:56,16.80%,14.20%
7/7/2023 13:11,16.70%,14.30%
7/7/2023 13:26,16.60%,14.40%
7/7/2023 13:41,16.60%,14.20%
7/7/2023 13:56,16.50%,14.20%
7/7/2023 14:12,16.50%,14.20%
7/7/2023 14:27,16.40%,14.10%
7/7/2023 14:42,16.40%,14.10%
7/7/2023 14:57,16.50%,14.10%
7/7/2023 15:12,16.30%,14.10%
7/7/2023 15:27,16.40%,14.10%
7/7/2023 15:42,16.20%,13.90%
7/7/2023 15:57,16.20%,14.10%
7/7/2023 16:12,16%,13.90%
7/7/2023 16:28,16%,13.90%
7/7/2023 16:43,16%,13.80%
7/7/2023 16:58,15.90%,13.90%
7/7/2023 17:13,16%,13.80%
7/7/2023 17:28,15.90%,13.90%
7/7/2023 17:43,15.90%,13.90%
